id|evento|target|prioridade|acesso|mentoria|local|endereco|dia|inicio|fim|latitude|longitude|resumo|duracao
4548|FEMME||0.3427230046948357|0.5|0|Las Perlas|405 E 7th St. Austin, TX, EUA|12|01:15:00|01:50:00|30.2676617|-97.7386572|Producer, artist and DJ - Laura ‘FEMME’ Bettinson has always been in the driving seat when it comes to her career. Her DIY invention has stemmed not only from necessity - learning how to launch electronic loops live so she didn’t have to drag her keyboard to early pub gigs - but also from a desire to retain total creative control. Several major label overtures have been entertained down the years, but ultimately Bettinson has always preferred to pursue her own artistic vision. “I like my pop music a little bit weird,” she says. “I like it to challenge, to push the envelope a little bit — not just repeat what’s gone before.” This has been the case ever since those early performances, which earned Bettinson the attention of Radiohead producer Nigel Godrich, who recruited her to front electronic alt-pop group Ultraísta. Following rave reviews from Pitchfork, The Guardian and Rolling Stone, Bettinson then took a sabbatical to launch her solo career as FEMME. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|35
1498|Blockchain in Healthcare: Beyond the Hype||0.2253521126760564|0.0|0|JW Marriott Salon H|110 E 2nd St. Austin, TX, EUA|12|11:00:00|12:00:00|30.2645713|-97.743198|In this session we will discuss real use cases of application of blockchain technologies in healthcare. We will share real life experiences running blockchain powered health data exchange platform. There is a lot of hype around blockchain technology and how it can be used in different industries, including healthcare. It is time to go beyond the hype and generic statements and review real life deployments; discuss issues and opportunities.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2033|Data Nerds Meet Up|0.056338028169014086|0.056338028169014086|0.0|0|Fairmont Verbena|101 Red River. Austin, TX, EUA|12|12:30:00|13:30:00|30.2620456|-97.7381328|We're data nerds who want to bring other data nerds together and foster discussion on the future of data. Both data consumers and data engineers are welcome! In this meet up, we'll provide a community forum for data enthusiasts of all levels to share notes, network, and learn from the experiences of their peers across different sectors.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
5184|Be Forest||0.7370892018779344|0.0|0|The Velveeta Room|521 E 6th St. Austin, TX, EUA|13|00:00:00|00:40:00|30.26633|-97.7375726|"Be Forest, comprised of Costanza Delle Rose, Erica Terenzi and Nicola Lampredi since the 2011 debut ""Cold"", established an influential and organic form of artistry that sought out to transcend all trend waves of chill, dark, retro, synth, vapor, et al. Now at their third release ""Knocturne"", Be Forest responds to the sentiments of today’s times of tyranny, sadness and confusions with an evocative album that retreats toward imaginative universes of infinite midnight feels. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW."|40
5185|BIRTHH||0.5492957746478874|0.0|0|The Velveeta Room|521 E 6th St. Austin, TX, EUA|13|01:00:00|01:40:00|30.26633|-97.7375726|Songwriter, producer and instrumentalist Alice Bisi (aka BIRTHH), known for her style of interweaving frank and sharp lyrics about her personal life with spellbinding riffs, has had a keen eye for music from a young age. She released her first album, 'Born in the Woods' with the label WWNBB (We Were Never Being Boring) in March 2016. Following the release of her debut album, Alice undertook an almost non-stop touring schedule for two years around much of Europe, The United States and Canada, with appearances at festivals such as SXSW, CMW, Ypsigrock, Radar, and Home Festival. The authentic sound engineered by Alice has earned her supporting slots with many notable names such as PJ Harvey, Mac DeMarco, Andrew Bird and Benjamin Clementine. BIRTHH's sophomore album will be released in early 2019.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|40
2347|Fintech Forward Download||0.4131455399061033|0.0|0|Hilton Austin Downtown Austin Taco Project|500 E 4th St. Austin, TX, EUA|13|08:30:00|11:00:00|30.2650555|-97.7384697|Join us for breakfast to learn about key rising trends, ideas and inspiration that will drive the Fintech space forward in the years to come. Hear from investors, entrepreneurs, and more applauded experts as they candidly discuss the innovative financial services helping people to increase their earnings, build safety nets, and improve their financial health on a global scale.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|150
4619|Cinnaman||0.7183098591549296|0.0|0|Plush|617 Red River. Austin, TX, EUA|14|00:15:00|01:50:00|30.2672528|-97.7366734||95
2084|The New Science of Content: A Data Story|0.07042253521126761|0.07042253521126761|0.0|0|Fairmont Congressional A|101 Red River. Austin, TX, EUA|14|11:00:00|12:00:00|30.2620456|-97.7381328|Consumer attention and audience engagement is the new coin. Content creators need to evolve fast in order to catch the fast-moving trends and attract their target audience. Across this process, quantitative data is no longer enough to discover the best practices that will deliver the right experience to achieve brand goals. Synapbox and Google have come together to explore how biometric technologies can enable a new layer of data that could help marketers and advertisers understand the dynamics of consumer attention and behavioral patterns. From emotional performance to eye tracking, marketers are now able to have a precise lecture of engagement across platforms. We invite attendees to see key findings across the test of hundreds of ad videos and their performance with key audiences.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2399|Blockchain vs. VC: Democratizing Access to Capital||0.3896713615023473|0.0|0|Hilton Austin Downtown Salon J|500 E 4th St. Austin, TX, EUA|14|12:30:00|13:30:00|30.2650555|-97.7384697|Blockchain, ICOs, and tokenization have opened up a new world for entrepreneurs and fledgling investors, completely disrupting the economic model and funding cycle for startups. For innovators trying to get around the barriers and bias in venture capital, crypto could be a game changer. Will blockchain be the death of VC? The founders and investors on this panel have raised a tokenized VC fund and run successful ICOs including 22X Fund and Narrative Network, deploying investment into nearly 30 companies and funding more women and minorities than traditional VC.  We will discuss the growing landscape of options for startup funding, the role cryptocurrency has to play, and the rewards and dangers of a not-so-distant future where everybody has access to their slice of the pie.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
3861|Darling West||0.3896713615023473|0.5|0|Victorian Room at The Driskill|604 Brazos St. Austin, TX, EUA|15|01:00:00|01:50:00|30.2681502|-97.7417551|Darling West have already won a Norwegian Grammy, been booked to some of the biggest festivals in Norway, toured the US and played festivals such as AmericanaFest, Folk Alliance International and Four Corners Folk Festival. In 2018 they released their third album “While I Was Asleep” worldwide on Jansen Records, and one could hear a slightly different and revitalized Darling West. Relentless touring and playing big festival stages has served as a catalyst to give them more edge and confidence. While continuing to play their sweet Americana/Cosmic Folk, the music has more drive and the melodies are catchier than before.  The album received great reviews from Uncut Magazine, Greil Marcus in The Village Voice, Classic Rock Magazine, Americana UK, Folk Radio UK, Belwood Music, Americana Highways and many more. As No Depression put it: “They are a perfect example of how Americana has infected the rest of the world, and they play it with great affection.” Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|50
2443|Blockchain in Cannabis: Boosting Market Efficiency||0.3708920187793427|0.0|0|Hilton Austin Downtown Salon K|500 E 4th St. Austin, TX, EUA|15|11:00:00|12:00:00|30.2650555|-97.7384697|Chain Business Insights Co-founder Sherree DeCovny and California Cannabis Market CEO Jess Jessop discuss how blockchain can achieve operational efficiency and lead to normalization in the cannabis industry. Key topics include how the technology can improve track and trace capabilities, increase supply chain visibility and reduce friction, facilitate payment processing, enable regulatory compliance and enhance consumer protection. They will discuss how data from IoT sensors, Radio Frequency Identification (RFID) chips, QR codes and bar codes can be linked to the blockchain to further improve efficiency. Finally, they will talk about how cannabis consumers can benefit from the application of these technologies, and what other industries can learn from the cannabis industry’s experience. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2459|Healthcare and Blockchain: A Practical Introduction||0.30985915492957744|0.0|0|Hilton Austin Downtown Salon K|500 E 4th St. Austin, TX, EUA|15|12:30:00|13:30:00|30.2650555|-97.7384697|This session will provide a simple, practical introduction to healthcare and blockchain.  Designed as a primer for health and medical technology professionals, this session will describe why healthcare is the ideal industry for blockchain and distributed ledger technologies, review which products and networks are emerging today, list examples of leading companies and their projects, and provide hints as to how the future will unfold over the next 5-10 years.  The session will also cover the importance of the relationship between technical innovation, business model innovation, and governance structure innovation.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
4633|6Blocc||0.7183098591549296|0.0|0|Plush|617 Red River. Austin, TX, EUA|16|01:00:00|01:50:00|30.2672528|-97.7366734||50
2505|Combating Global Poverty on the Blockchain||0.5680751173708921|0.0|0|Hilton Austin Downtown Salon J|500 E 4th St. Austin, TX, EUA|16|14:00:00|15:00:00|30.2650555|-97.7384697|Trust in institutions around the world are failing. And in the developing world, only 15% of residents believe the systems in their country are working for them. As a result, more poor and underprivileged global citizens are falling behind the financial and digital divide. Blockchain technologies, through their inherent trust mechanisms, are a potential vehicle for building and restoring that trust by helping isolated communities get online, connected and verified to participate in the financial infrastructure that can empower entire regions. Solutions exist today, sometimes only requiring the smartphone in their hands, to circumvent the barriers to economic mobility. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
987|The Technical Art of BioWare's Anthem||0.488262910798122|0.0|0|Austin Convention Center Room 8C|500 E Cesar Chavez Austin, TX, EUA|16|15:30:00|16:30:00|30.2642649|-97.7392938|The savage world of Anthem is volatile, lush, expansive, and full of unexpected characters. Bringing these aspects to life presented a wealth of challenging problems for BioWare's technical artists, who bridge art and technology through areas such as performance, shaders, and artist tools. This retrospective panel will highlight some of the team's work, alongside reflections on innovation, distributed collaboration/coordination, and the successes and challenges of creating a new IP for the world to enjoy.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1017|"KeyForge: Call of the Archons Tournament (Constructed | Elimination)"||0.5727699530516431|0.0|0|Austin Convention Center Exhibit Hall 2|500 E Cesar Chavez Austin, TX, EUA|17|12:00:00|14:00:00|30.2642649|-97.7392938|Ready to compete in the newest card-game sensation that's sweeping the gaming industry? Bring three KeyForge: Call of the Archons decks to participate in this swiss-style deck elimination tournament. Once you lose with one deck, that deck is eliminated from your pool of eligible decks to use. If all of your decks have been eliminated, you lose! How far will you be able to go before you fall? Prior to participation, review all rules and conditions at the Cascade Games registration area within the Tabletop Experience. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|120
1023|Super Street Fighter 2 Turbo Tournament||0.5586854460093896|0.0|0|Austin Convention Center Exhibit Hall 1|500 E Cesar Chavez Austin, TX, EUA|17|16:00:00|18:00:00|30.2642649|-97.7392938|Hadouken! Pair up against the mightiest fighters found at SXSW Gaming in daily tournaments for Super Street Fighter 2 Turbo, found only at the Arcade Bunker. Each day you'll have a chance to make it to the top of the leaderboard and claim sweet prizes while basking in the glory of arcade victory. This is a Single Elimination, Open Sign Up tournament. Register for this tournament at the Arcade Bunker at least 30min before its official start time. Limited to 32 total registrants. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|120
3659|SXSW Gaming Closing Party||0.5492957746478874|0.0|0|The Sunset Room|310 E 3rd St. Austin, TX, EUA|17|19:00:00|21:00:00|30.264574|-97.7405032|The SXSW Gaming Closing Party Presented by Alienware will close out SXSW Gaming 2019 with one legendary celebration. There’s plenty to announce soon and the SXSW Gaming Closing Party will be a can’t-miss destination to wrap up any and every SXSW experience. The SXSW Gaming Closing Party Presented by Alienware is open to SXSW Gaming attendees 18 years of age and older. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|120
