id|evento|target|prioridade|mentoria|local|endereco|data|inicio|fim|latitude|longitude
1140|Claire Winslow (Best Practice Media): Mentor||0.14864864864864863|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|9:30am|10:45am|30.2645713|-97.743198
1205|Bart Cleveland (Job Propulsion Lab): Mentor||0.14864864864864863|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|12:30pm|1:45pm|30.2645713|-97.743198
1028|Laura Mingail (Entertainment One): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|9:30am|10:45am|30.2645713|-97.743198
1066|Jennie Mustafa-Julock (Coach Jennie): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|11:00am|12:15pm|30.2645713|-97.743198
1242|Jenifer Loy (National Instruments): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|3:30pm|4:45pm|30.2645713|-97.743198
969|Lisette Paras (Gravitate PR): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|12:30pm|1:45pm|30.2645713|-97.743198
2058|Rajesh Gopi (TWO12): Mentor||0.1504504504504504|1|Hilton Austin Downtown Room 406|500 E 4th St. Austin, TX, EUA|Mar 16, 2019|11:00am|12:15pm|30.2650555|-97.73846970000001
1282|Ratish Namboothiry (Kohler Co): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 13, 2019|11:00am|12:15pm|30.2645713|-97.743198
915|Jason Lobo (Thalus AI): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|3:30pm|4:45pm|30.2645713|-97.743198
1212|Jane Westfall (Capital Factory): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|12:30pm|1:45pm|30.2645713|-97.743198
2017|Robert Greenfield (ConsenSys): Mentor||0.1504504504504504|1|Hilton Austin Downtown Room 406|500 E 4th St. Austin, TX, EUA|Mar 15, 2019|11:00am|12:15pm|30.2650555|-97.73846970000001
1244|Rob McGrorty (Axiom): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|3:30pm|4:45pm|30.2645713|-97.743198
984|Jad Esber (Harvard Business School): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|2:00pm|3:15pm|30.2645713|-97.743198
1233|Amy LaMeyer (WXR Fund): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|3:30pm|4:45pm|30.2645713|-97.743198
1079|Sarah Buchanan (Kula Project): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|11:00am|12:15pm|30.2645713|-97.743198
1285|Sarah Endline (sweetriot): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 13, 2019|11:00am|12:15pm|30.2645713|-97.743198
1149|Jenn Noinaj (United States Digital Service): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|9:30am|10:45am|30.2645713|-97.743198
1045|Ana Nicolau (Wizzard): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|11:00am|12:15pm|30.2645713|-97.743198
983|Holly Fetter (Harvard Business School): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|2:00pm|3:15pm|30.2645713|-97.743198
975|Savannah Enright: Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|12:30pm|1:45pm|30.2645713|-97.743198
1097|Hilary Johnson (Hatch Tribe): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|12:30pm|1:45pm|30.2645713|-97.743198
853|Sharon Schweitzer (Access to Culture): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|9:30am|10:45am|30.2645713|-97.743198
1122|Lindsey Bleimes (Wayfair): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|3:30pm|4:45pm|30.2645713|-97.743198
892|Shelley Gretlein (National Instruments): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|12:30pm|1:45pm|30.2645713|-97.743198
1287|Shilpa Bakre (UT Austin): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 13, 2019|11:00am|12:15pm|30.2645713|-97.743198
1218|Simon Erich (Polychrome LLC): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|12:30pm|1:45pm|30.2645713|-97.743198
1180|Haley Paas (Carat): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|11:00am|12:15pm|30.2645713|-97.743198
910|Frances West (FrancesWestCo): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|3:30pm|4:45pm|30.2645713|-97.743198
951|Fani Sazaklidou (YouView): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|11:00am|12:15pm|30.2645713|-97.743198
1298|Evan Cummack (Twilio): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 13, 2019|12:30pm|1:45pm|30.2645713|-97.743198
960|Lisa Nirell (EnergizeGrowth LLC): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|11:00am|12:15pm|30.2645713|-97.743198
1227|Ichha Arora (Oculus): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|2:00pm|3:15pm|30.2645713|-97.743198
937|Lauren Teague (Teague FC LLC): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|9:30am|10:45am|30.2645713|-97.743198
2057|Peter Harris (Austin Blockchain Collective): Mentor||0.1504504504504504|1|Hilton Austin Downtown Room 406|500 E 4th St. Austin, TX, EUA|Mar 16, 2019|11:00am|12:15pm|30.2650555|-97.73846970000001
872|Per Juul Poulsen: Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|11:00am|12:15pm|30.2645713|-97.743198
1001|Maria Laura Ruggiero (SeirenFilms): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|3:30pm|4:45pm|30.2645713|-97.743198
819|Marquise Stillwell (Openbox): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 8, 2019|3:30pm|4:45pm|30.2645713|-97.743198
840|Alan Holden (Deloitte): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|9:30am|10:45am|30.2645713|-97.743198
901|Laura Bryce (Guidehouse): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|2:00pm|3:15pm|30.2645713|-97.743198
981|Aleksandra Przegalinska (Kozminski University & MIT): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|2:00pm|3:15pm|30.2645713|-97.743198
902|Maureen Hoch (Harvard Business Review): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|2:00pm|3:15pm|30.2645713|-97.743198
889|Mei Tao (Pear VC) : Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|12:30pm|1:45pm|30.2645713|-97.743198
900|Kieley Taylor Filepp (GroupM): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|2:00pm|3:15pm|30.2645713|-97.743198
888|Lucy Kueng (Reuters Institute): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|12:30pm|1:45pm|30.2645713|-97.743198
851|Katie O’Brien (Wayfair): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|9:30am|10:45am|30.2645713|-97.743198
1964|Kate Baucherel (City Web): Mentor||0.1504504504504504|1|Hilton Austin Downtown Room 406|500 E 4th St. Austin, TX, EUA|Mar 14, 2019|11:00am|12:15pm|30.2650555|-97.73846970000001
1104|Adam McNichol (Bannerboy): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|2:00pm|3:15pm|30.2645713|-97.743198
878|Alizeh McClelland (Harvard Business School): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|12:30pm|1:45pm|30.2645713|-97.743198
959|Lindsay Nuon (empirEqual): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|11:00am|12:15pm|30.2645713|-97.743198
1032|M. Pell (Microsoft): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|9:30am|10:45am|30.2645713|-97.743198
891|Nadav Aharony (Uber): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|12:30pm|1:45pm|30.2645713|-97.743198
1213|Nadia Masri (Perksy): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|12:30pm|1:45pm|30.2645713|-97.743198
1002|Nathan Toups (nomasters): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|3:30pm|4:45pm|30.2645713|-97.743198
1220|Susann Keohane (IBM): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|12:30pm|1:45pm|30.2645713|-97.743198
1026|Kamila Ziober (CPC Brand Consultants): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|9:30am|10:45am|30.2645713|-97.743198
899|Kami Geoffray (Women’s Health & Family Planning): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|2:00pm|3:15pm|30.2645713|-97.743198
1154|Nikki Henry (Ladies Leading Ladies): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|9:30am|10:45am|30.2645713|-97.743198
955|Julie Lenzer (University of Maryland): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|11:00am|12:15pm|30.2645713|-97.743198
1109|Nishi Viswanathan (Dell Medical School, UT Austin): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|2:00pm|3:15pm|30.2645713|-97.743198
990|Amanda Cadran (Lea(R)n): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|3:30pm|4:45pm|30.2645713|-97.743198
1957|Aman Quadri (AMSYS): Mentor||0.1504504504504504|1|Hilton Austin Downtown Room 406|500 E 4th St. Austin, TX, EUA|Mar 14, 2019|11:00am|12:15pm|30.2650555|-97.73846970000001
1228|Jim Rudden (Spredfast): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|2:00pm|3:15pm|30.2645713|-97.743198
1187|Lori Camilleri (Solomon R. Guggenheim and Foundation): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|11:00am|12:15pm|30.2645713|-97.743198
850|Kara Snyder (Vital Corps): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|9:30am|10:45am|30.2645713|-97.743198
897|Ethan Mayers (Tilt Innovations): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|2:00pm|3:15pm|30.2645713|-97.743198
938|Shawna Murland (thirteen23): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|9:30am|10:45am|30.2645713|-97.743198
1092|Byron Kerr (Tuft & Needle): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|12:30pm|1:45pm|30.2645713|-97.743198
935|Chapman Bullock (Proper): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|9:30am|10:45am|30.2645713|-97.743198
1091|Brianna Kilcullen (We the People): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|12:30pm|1:45pm|30.2645713|-97.743198
947|Brian Frager (Technicolor): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|11:00am|12:15pm|30.2645713|-97.743198
1225|Christina Del Villar (Udacity): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|2:00pm|3:15pm|30.2645713|-97.743198
1105|Brandon Schmittling (Huge): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|2:00pm|3:15pm|30.2645713|-97.743198
866|David Allan (CNN): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|11:00am|12:15pm|30.2645713|-97.743198
934|Audrey Lo (Skyscanner): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|9:30am|10:45am|30.2645713|-97.743198
904|Ash Maurya (Lean Stack): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|3:30pm|4:45pm|30.2645713|-97.743198
1168|Cody Damon (Media Cause): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|11:00am|12:15pm|30.2645713|-97.743198
1047|Becky Chambers (Outdoor Voices): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|11:00am|12:15pm|30.2645713|-97.743198
858|Yusuf Chowdhury (Online Business Owners): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|9:30am|10:45am|30.2645713|-97.743198
813|Ben Nguyen (Sidebench): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 8, 2019|3:30pm|4:45pm|30.2645713|-97.743198
860|Ben Shaw (BBH): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|11:00am|12:15pm|30.2645713|-97.743198
936|Courtney Couch (c.luxe): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|9:30am|10:45am|30.2645713|-97.743198
941|Tim Longhurst (Key Message): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|9:30am|10:45am|30.2645713|-97.743198
987|Vanessa Mathias (White Rabbit): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|2:00pm|3:15pm|30.2645713|-97.743198
857|Viria Vichit-Vadakan (Harvard Business School): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|9:30am|10:45am|30.2645713|-97.743198
1257|Courtney Byrd (Best Practive Media): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 13, 2019|11:00am|12:15pm|30.2645713|-97.743198
864|Carrie Parris (Amazon): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|11:00am|12:15pm|30.2645713|-97.743198
1106|DeAnna Michelle Rivers (The Visual Aspect): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|2:00pm|3:15pm|30.2645713|-97.743198
980|William Kendall (Fluid Studios): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|12:30pm|1:45pm|30.2645713|-97.743198
982|Elisa Miller-Out (Chloe Capital): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|2:00pm|3:15pm|30.2645713|-97.743198
814|Derek Mazur (Sante Ventures): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 8, 2019|3:30pm|4:45pm|30.2645713|-97.743198
830|Tanum Bohen (The Bohen Group): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 8, 2019|3:30pm|4:45pm|30.2645713|-97.743198
995|Ed Doran (Microsoft): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|3:30pm|4:45pm|30.2645713|-97.743198
1960|Destry Saul (Unchained Capital): Mentor||0.1504504504504504|1|Hilton Austin Downtown Room 406|500 E 4th St. Austin, TX, EUA|Mar 14, 2019|11:00am|12:15pm|30.2650555|-97.73846970000001
1039|Tiffanie Stanard (Stimulus): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|9:30am|10:45am|30.2645713|-97.743198
1208|Dr. P.K. Newby (The Nutrition Doctor): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 12, 2019|12:30pm|1:45pm|30.2645713|-97.743198
2011|Dustin Byington (TWO12): Mentor||0.1504504504504504|1|Hilton Austin Downtown Room 406|500 E 4th St. Austin, TX, EUA|Mar 15, 2019|11:00am|12:15pm|30.2650555|-97.73846970000001
863|Cara Gresser (Four Seasons): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 9, 2019|11:00am|12:15pm|30.2645713|-97.743198
1128|Yonca Braeckman (Impact Shakers): Mentor||0.1504504504504504|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|3:30pm|4:45pm|30.2645713|-97.743198
977|Stina Hamlin (East Coast Digital): Mentor||0.15225225225225228|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 10, 2019|12:30pm|1:45pm|30.2645713|-97.743198
105|SXSW Interactive Innovation Awards Finalist Showcase|0.15315315315315314|0.15315315315315314|0|Austin Convention Center Exhibit Hall 1|500 E Cesar Chavez Austin, TX, EUA|Mar 9, 2019|12:00pm|6:00pm|30.264264899999997|-97.7392938
2014|Nadia Hewett (World Economic Forum): Mentor||0.15495495495495495|1|Hilton Austin Downtown Room 406|500 E 4th St. Austin, TX, EUA|Mar 15, 2019|11:00am|12:15pm|30.2650555|-97.73846970000001
2080|Sink-or-Swim: Activating the Digital Enterprise|0.16216216216216217|0.16216216216216217|0|Courtyard Marriott Rio Grande Ballroom|300 E 4th St. Austin, TX, EUA|Mar 8, 2019|12:30pm|1:30pm|30.2655533|-97.74022740000001
1129|Zeina El Kaissi (Smart Dubai): Mentor||0.16666666666666666|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|3:30pm|4:45pm|30.2645713|-97.743198
1382|How to Start a Trend Forecasting Practice|0.17117117117117117|0.17117117117117117|0|Westin Austin Downtown Paramount 3|310 E 5th ST. Austin, TX, EUA|Mar 9, 2019|9:30am|11:00am|30.2666201|-97.7403752
818|Kristin Gutekunst (Our Witching Hour): Mentor||0.17657657657657655|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 8, 2019|3:30pm|4:45pm|30.2645713|-97.743198
1035|Shawntera Hardy (Civic Eagle): Mentor||0.17657657657657655|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 11, 2019|9:30am|10:45am|30.2645713|-97.743198
1372|How to Launch & Grow a Membership Business|0.18018018018018017|0.18018018018018017|0|Westin Austin Downtown Continental 2|310 E 5th ST. Austin, TX, EUA|Mar 8, 2019|11:00am|1:00pm|30.2666201|-97.7403752
1487|How AI is Changing Advertising in China|0.1891891891891892|0.1891891891891892|0|Fairmont Congressional A|101 Red River. Austin, TX, EUA|Mar 9, 2019|11:00am|12:00pm|30.26204559999999|-97.7381328
1975|Mills Miller (MINERAL): Mentor||0.19369369369369366|1|Hilton Austin Downtown Room 406|500 E 4th St. Austin, TX, EUA|Mar 14, 2019|12:30pm|1:45pm|30.2650555|-97.73846970000001
2242|BerlinSaloon: Join us for Meetups, Networking & Parties|0.1981981981981982|0.1981981981981982|0|Buffalo Billiards|201 E 6th St. Austin, TX, EUA|Mar 8, 2019|12:00pm|1:00am|30.2673268|-97.7412883
2750|Analytics, Data Science & The Future of Business|0.2072072072072072|0.2072072072072072|0|Palmer Events Center Room 1-2|900 Barton Springs Rd. Austin, TX, EUA|Mar 9, 2019|9:30am|10:30am|30.260688899999998|-97.75278990000001
822|Nina Means (Austin Community College/Nina): Mentor||0.2144144144144144|1|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|Mar 8, 2019|3:30pm|4:45pm|30.2645713|-97.743198
2755|SXSW Wellness Expo||0.21621621621621623|0|Palmer Events Center Exhibit Hall 1 & 2|900 Barton Springs Rd. Austin, TX, EUA|Mar 9, 2019|11:00am|6:00pm|30.260688899999998|-97.75278990000001
2781|SXSW Wellness Expo||0.21621621621621623|0|Palmer Events Center Exhibit Hall 1 & 2|900 Barton Springs Rd. Austin, TX, EUA|Mar 10, 2019|11:00am|6:00pm|30.260688899999998|-97.75278990000001
