id|evento|target|prioridade|acesso|mentoria|local|endereco|dia|inicio|fim|latitude|longitude|resumo
4113|SXSW mixer.||0.2535211267605634|0.0|0|Google Office Building|500 West 2nd St Austin, TX, EUA|10|16:00:00|18:00:00|30.266075399999995|-97.7495642|You + SXSW Interactive. The formula for success may be hard to find,  but we’re willing to give it a try.  If you’re ready to set the tone for the SXSW Interactive week with an eye toward success, join WP Engine and Google Cloud for a SXSW mixer. We’ll be mixing and mingling with free food and drinks while overlooking downtown Austin from Google’s offices on the 29th floor. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
1185|Danielle Finck (Elle Communications)||0.25821596244131456|0.0|0|JW Marriott Salon 8|110 E 2nd St. Austin, TX, EUA|9|11:00:00|12:15:00|30.2645713|-97.743198|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Mentor Sessions offer 15 minutes of one-on-one interaction with industry leaders and professionals from a variety of fields spanning interactive, film, and music. Meeting with this Mentor is highly recommended if you’re interested in Marketing/Advertising/PR, Nonprofits, Startup/Entrepreneurship, Media, Entertainment/Celebrity and Influencer Engagement, Thought Leadership, and Strategic/Crisis Communications. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
1733|An Illustrated History of 1960's Hippie & Psychadelia Fashion||0.2676056338028169|0.0|0|Westin Austin Downtown Continental 1|310 E 5th ST. Austin, TX, EUA|8|11:00:00|13:00:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Ready for part II of Vogue Vignette’s ‘Illustrated History of Fashion’ Series?  Last year focused on the futuristic fashion of the ‘60’s Mod Movement.  This year, we transition to the rise of the Hippie and Psychedelia Happening.  We’ll learn about the art, music, culture and politics that inspired one of the most notable periods in America’s fashion history. Once inspiration vibes are flowing, Fashion Artist, Stephanie Jimenez Schiller will teach you the ins and outs of sketching your own Hippie inspired Paper Doll.  From bell bottoms to flower crowns, the simple to follow Live Tutorials make it a breeze for all skill levels to sketch along.  So put on your best hippie inspired outfit and get ready to sketch, design and learn how Fashion is intertwined with the era it shares space with. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
1506|The Digital Economy Isn’t Just for the Young||0.27699530516431925|0.0|0|JW Marriott Room 201-202|110 E 2nd St. Austin, TX, EUA|12|11:00:00|12:00:00|30.2645713|-97.743198|With 5 generations in the workplace for the first time, we have the opportunity to create a delicious intergenerational potluck. However, our respective generational wisdom is almost in hermetically sealed containers with the wisdom trapped inside, like isolated countries that share a border but don’t necessarily trust each other. Breaking down these walls, there is just so much that we can all learn from each other. Based upon my experience as a Boomer in the land of the Millennials (Airbnb in Silicon Valley), I'm convinced that intergenerational wisdom exchange is the ultimate future workplace trade agreement.  This new collaboration may take the form of “mutual mentoring”: Millennial DQ (digital intelligence) for Boomer (and GenX) EQ (emotional intelligence). I experienced the benefits of this trade agreement as I evolved in my role at Airbnb while I was Head of Global Hospitality and Strategy and the in-house mentor for CEO and cofounder Brian Chesky. From my younger colleagues, I learned to love Google docs and create an Instagram account, but more importantly, I learned how to curate my life more adventurously as this generation is focused more on being “outwardly mobile” than “upwardly mobility,” more focused on experiencing the world than climbing the corporate ladder. They’ve helped me become a content and inspired “digital nomad” and break free of the chains of the three-stage life (learn, earn, retire).  Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
2302|Cultivating Entrepreneurship in Challenging Places||0.2863849765258216|0.0|0|Hilton Austin Downtown Salon J|500 E 4th St. Austin, TX, EUA|12|09:30:00|10:30:00|30.2650555|-97.7384697|As new tools and technologies enable startup ecosystems around the world, entrepreneurs in these communities are starting to plug themselves into global markets. A new generation of entrepreneurs are realizing their competitive advantages in the global economy and are discovering new ways to leverage them. New technologies and processes are pushing us toward borderless and frictionless commerce, but how can we enable this new paradigm in mutually beneficial ways? How can we prevent established ecosystems from using these same technologies to reinforce the dominance of North over South? Our panel will draw from their experiences in fostering new ecosystems in Africa, the Middle East, South Asia, and Latin America to illuminate promising solutions to these challenges.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
852|Leveraging Esports: The Value for Brands||0.3004694835680751|0.0|0|Austin Convention Center Room 9AB|500 E Cesar Chavez Austin, TX, EUA|15|17:00:00|18:00:00|30.2642649|-97.7392938|There are three core elements required to transform a game into a sport: competition, tournaments, and spectatorship. Brands can get involved at any stage, but the area with the most underutilized potential is spectatorship. When considering where to invest time and money, the burgeoning esports industry may not be top of mind (especially for non-endemic brands unfamiliar with the space) but it offers vital benefits in an increasingly digital world. Whether sponsoring streams, leagues, or players, some brands have already started to benefit from leveraging the opportunities that esports provide. With 250 million frequent viewers projected by 2021, this panel will discuss why brands should get involved now and how to harness the power of esports to reach an increasingly lucrative audience. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
2414|Blockchain: A New Opportunity and Legal Considerations||0.30985915492957744|0.0|0|Hilton Austin Downtown Salon DE|500 E 4th St. Austin, TX, EUA|14|14:00:00|15:00:00|30.2650555|-97.7384697|What is blockchain? How will it impact our future? Will it affect the practice of law? What should general counsel do to get ready? This panel will begin with an explanation of blockchain technology and applications and their transformative potential. The panel will discuss various broad applications of blockchain technology, including applications offered by companies they serve on, and how blockchain is so much more than crypto currency.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
1856|Hacker Heroes and Villains: Evolving Role in Media||0.3145539906103286|0.0|0|Fairmont Manchester AB|101 Red River. Austin, TX, EUA|8|17:00:00|18:00:00|30.2620456|-97.7381328|Hackers may fascinate and terrify us, but they might be the immune system of our digital society. While dependence on connected technology has grown faster than our ability to secure it, friendly hackers improve public safety, public policy, and save lives - through security research. Yet media portrayals of hackers lack authenticity and fidelity, focused on harmful behavior and motivations, instead of diverse narratives in the real hacker community. Hacking is a superpower: for good or for ill. Better media role models will create the hacker heroes we need. Real world hackers team with fictional counterparts to examine hacker roles in society vs media. The audience will understand who hackers really are, who they can be, and what drives them - and will distinguish myth from reality.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
4116|Reimagining Public and Private Partnerships||0.3380281690140845|0.0|0|Fleming's Fleming's Room|320 E 2nd St Austin, TX, EUA|11|11:00:00|12:00:00|30.2637588|-97.7410337|Traditional institutions such as higher education and the military are facing similar challenges as they strive to meet their missions. Driven by the need to modernize and deliver efficiencies, partnership models are adjusting to accommodate burgeoning startups and tech companies. Join this session to learn how these institutions are innovating for the future with these new partners in developing technology that will not only aid in development of defense technologies but provide benefits across industries. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
1645|Being Human: The Future of Innovation and Success||0.3380281690140845|0.0|0|JW Marriott Salon FG|110 E 2nd St. Austin, TX, EUA|13|14:00:00|15:00:00|30.2645713|-97.743198|"We explore an expansion of what it means to be human today and in the future. What is disability and who gets to define it? What roles do universal design & technology ethics play in creating future workplace innovation and success? Why ""normal"" is a limited and limiting force. Why we need both to achieve inclusion and go further beyond it. This talk is in ASL & English. Chris is a leading human rights and disability advocate and CEO of the world’s largest Deaf-led social impact organization. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW."
1055|Auto Nav: The Next Generation of Car Buying is Here ||0.3708920187793428|0.0|0|Antone’s Capital One House|305 E 5th St. Austin, TX, EUA|9|14:00:00|15:00:00|30.266128|-97.7403547|Technology innovations can create entirely new ways of solving customer problems, but the big design challenge is often figuring out how to seamlessly integrate these solutions into people’s lives. The evolution of Capital One’s Auto Navigator has addressed this challenge by harnessing human-centered design and technology – like AR and machine learning – to iteratively create an effortless experience for customers. Previewed at SXSW 2018, the latest generation of Auto Navigator is equipped with an AR-powered car search. With a quick scan from a mobile phone, Capital One customers can view inventory and see personalized rates and payments. This session will dive into the journey the design, technology and product teams have been on to get here.   Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
2432|Interactive Keynote: Joseph Lubin||0.40375586854460094|0.0|0|Hilton Austin Downtown Salon H|500 E 4th St. Austin, TX, EUA|14|15:30:00|16:30:00|30.2650555|-97.7384697|Joe Lubin is returning to Austin to keynote the first-ever blockchain & crypto track at SXSW. As the co-founder of the Ethereum blockchain and CEO of ConsenSys, Joe has spent the last five years building the Ethereum ecosystem and bringing bold visions of decentralization to reality. Five years into the Ethereum project and we’ve seen technologists, entrepreneurs, governments, enterprises, and financial institutions exploring (and in some cases betting on) Ethereum as the foundation for a new, shared global infrastructure.  Joining Joe on stage will be Manoush Zomorodi, the host of the popular tech podcast ZigZag. No stranger to blockchain, Manoush has been celebrated for her observations, analysis and humanizing take on blockchain and crypto, a world she jumped into head first when her new venture, StableGenius, partnered with ConsenSys-backed Civil, a media platform for sustainable journalism.  Join Manoush for a candid conversation with one of the most influential figures in blockchain as she asks the questions that the world has been wondering, including questions about Joe's unconventional road to Ethereum and ConsenSys, his hopes for Ethereum 2.0, his honest take on the ecosystem in a bear market, and where this giant experiment-- to decentralize the world’s systems using blockchain technology-- is all headed. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
2347|Fintech Forward Download||0.4131455399061033|0.0|0|Hilton Austin Downtown Austin Taco Project|500 E 4th St. Austin, TX, EUA|13|08:30:00|11:00:00|30.2650555|-97.7384697|Join us for breakfast to learn about key rising trends, ideas and inspiration that will drive the Fintech space forward in the years to come. Hear from investors, entrepreneurs, and more applauded experts as they candidly discuss the innovative financial services helping people to increase their earnings, build safety nets, and improve their financial health on a global scale.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
2607|Youthful Innovation and Entrepreneurial Impact||0.4178403755868544|0.0|0|The LINE Onyx Ballroom 1|111 E Cesar Chavez Austin, TX, EUA|12|17:30:00|17:45:00|30.2626651|-97.7436224|In a rapidly changing and increasingly unequal world, how do young social entrepreneurs navigate uncertainty and identify their area for change? As future leaders, how do we leverage existing theory, solutions, and mentorship to create innovative products and services that yield social impact? Are we too young to think and dream big? How do we even get started?Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
2280|Digital Data's Role in the 2020 Presidential Election||0.460093896713615|0.0|0|Hilton Austin Downtown Salon A|500 E 4th St. Austin, TX, EUA|11|14:00:00|15:00:00|30.2650555|-97.7384697|2020 feels like it’s right around the corner, whether we like it or not. Digital data has become the hot button issue for both parties - whether its about ownership, targeting, misinformation, bots or international players - the online vs offline war is happening. Join Raffi Krikorian and Ellen Bredenkoetter - CTOs of the DNC and RNC to learn how both parties are approaching building their tech infrastructure out for the 2020 election with over 20 candidates running combined. How are they targeting voters, building out their teams, and preparing support candidates up and down the tickets and what obstacles both organizations face in this ever changing climate of data.  Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
2196|Fintech Forward Download|0.4788732394366197|0.4788732394366197|0.0|0|Hilton Austin Downtown Austin Taco Project|500 E 4th St. Austin, TX, EUA|10|08:30:00|11:00:00|30.2650555|-97.7384697|Join us for breakfast to learn about key rising trends, ideas and inspiration that will drive the Fintech space forward in the years to come. Hear from investors, entrepreneurs, and more applauded experts as they candidly discuss the innovative financial services helping people to increase their earnings, build safety nets, and improve their financial health on a global scale.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
88|The Sweatlife House||0.488262910798122|0.0|0|Clive Bar|609 Davis St. Austin, TX, EUA|8|08:00:00|02:00:00|30.260031400000006|-97.7385511|From the creators of your favorite black stretchy pants comes an experience unlike anything else at SXSW. Enter a unique lululemon experience and explore our playground of possibility. Relax, recharge and connect through immersive experiences for the mind, body and soul. Discover how your body is the most powerful machine at SXSW. Join us for daily digitally enhanced meditation and multi-sensory yoga classes in our dome. Space is limited. Register here: http://thesweatlifehouse.eventbrite.com Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
812|How to Build and Maintain Online Game Communities||0.5117370892018779|0.0|0|Austin Convention Center Room 9C|500 E Cesar Chavez Austin, TX, EUA|15|15:30:00|16:30:00|30.2642649|-97.7392938|MMO game experiences are all built around one fundamental principle: sustainable online communities. With several game franchises surpassing a decade of operations with gamers who have been there through it all, there have been many critical lessons learned in maintaining an ever-evolving community. Gain key insights from leading MMO community managers and see how you can apply their community management tactics towards your next game project.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
2510|Cannabis: The Sustainability Challenge||0.5586854460093896|0.0|0|Hilton Austin Downtown Salon G|500 E 4th St. Austin, TX, EUA|16|15:30:00|16:30:00|30.2650555|-97.7384697|Please be aware that cannabis and related laws vary. Programming in this track is designed to inform attendees about this fast-changing industry, and does not promote the use or sale of illegal drugs. Decades of black market basement cultivations have positioned cannabis grow operations as energy hogs. But as legalization spreads globally, private research & development is flooding in to provide hard data that has in turn produced better technology for the sector. Energy efficiency and sustainability in cultivation is a looming issue—this session will provide a roadmap for sustainability in the marijuana industry.  Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
962|Seeing the Numbers and Being Smart About the Games Industry||0.5727699530516431|0.0|0|Austin Convention Center Room 9C|500 E Cesar Chavez Austin, TX, EUA|16|14:00:00|15:00:00|30.2642649|-97.7392938|After several years of exploration and crunching the numbers, discover how some of the largest non-endemic brands are finding a home in gaming by making well-advised decisions. This booming industry presents a prime opportunity for everyone to get involved with more metrics and data available than ever before. With several key figures viewing games as the optimal solution to reach the cord-cutting generation, what do you need to know when making smart marketing decisions in this space?Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
1022|Red Dragon Inn Tournament||0.6431924882629108|0.0|0|Austin Convention Center Exhibit Hall 2|500 E Cesar Chavez Austin, TX, EUA|17|15:00:00|17:00:00|30.2642649|-97.7392938|Play Red Dragon Inn against fellow SXSW Gaming attendees to win exclusive prizes and bragging rights! Cascade Games Event Kits are required for participation, and will be available for purchase in the Cascade Games registration area of the Tabletop Experience.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
3658|SXSW Gaming Cosplay Contest||0.8732394366197184|0.0|0|The Sunset Room|310 E 3rd St. Austin, TX, EUA|17|18:00:00|19:00:00|30.264574|-97.7405032|The SXSW Gaming Cosplay Contest presented by Alienware is back for another wild year in Austin, Texas! This event is open to all SXSW Gaming attendees 18 years of age and older. SXSW Gaming Cosplay Contest categories and prize distribution include Best in Show ($1,250), Best Craftsmanship ($1,000), Best Video Game Design ($250), Best Anime Design ($250), and Best Original Design ($250). To register as a contestant for this event, participants must be 18 years of age and older and must first complete their application and pre-judging at the SXSW Gaming Cosplay Booth found in Exhibit Hall 1 of the Austin Convention Center. Registrations will close at 2:00pm on Sunday, March 17. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
