id|evento|target|prioridade|acesso|mentoria|local|endereco|dia|inicio|fim|latitude|longitude|resumo|duracao
1780|Chalk Talk: Developing for VR, AR and MR - Group 1||0.22749999999999995|0.0|0|Westin Austin Downtown The Gallery Room|310 E 5th ST. Austin, TX, EUA|11|12:30:00|14:00:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Circuit Stream's workshop series introduces participants to virtual or augmented reality app development using Unity 3D. This workshop is designed for anyone looking to incorporate VR and AR into their current work, or to break into the industry with a strong foundation in Unity and C#. We’ll provide resources to help start participants' own VR and AR projects, & a special guest presentation on the current VR/AR industry. See more about us at www.circuitstream.comProgramming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|90
1736|Bring Creativity into Your Work, Company, & Life- Group 2||0.23999999999999996|0.0|0|Westin Austin Downtown Continental 3|310 E 5th ST. Austin, TX, EUA|8|15:30:00|17:30:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. People tap little of their creative potential because their passion is overcome by obstacles at work and in life. There are many causes. Work environments that discourage communication. Processes can deter innovation. Fortunately, what re-engages our creative potential is hard-wired into our DNA. This workshop breaks down the obstacles that keep us from our natural creative passion for helping us perform at our highest level. It reviews how the most creative people and companies maintain an attitude that has positioned them as the innovative leaders of their industries. It improves one's creative potential with engaging exercises, and it gives the steps to take to increases creativity in one's personal work, company culture, and life experience.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|120
1095|AI Creates Cashless Cities and a Borderless World|0.25|0.25|0.0|0|JW Marriott Salon 5|110 E 2nd St. Austin, TX, EUA|8|11:00:00|12:00:00|30.2645713|-97.743198|Ant Financial is using AII (Artificial Intelligence Integration) to provide equal opportunities to hundreds of millions of users in China. This AII is not only helping to build cashless cities but also to create a borderless world in which more users can easily leverage services that are previously exclusive and unimaginable. Learn how this cashless system has changed day-to-day life in the Far East. Also, learn how these advances in AII technology will eventually transform payment ecosystems in other parts of the globe and make for a more connected human race.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1846|Inside Story of Building AI and Tech For Real Humans|0.25|0.25|0.0|0|Fairmont Manchester AB|101 Red River. Austin, TX, EUA|8|12:30:00|13:30:00|30.2620456|-97.7381328|We hear new breakthroughs in AI & tech everyday.  In the last few years alone we’ve heard about machines winning video games and even reaching human parity for speech, reading, object recognition, and translation in controlled tests.  But while we are excited about these advancements, we seldom hear about how we really got here and where do we think we can really go over the next few years. This panel will draw from experts who will share some of the untold stories of building assistants, personas, & AI.  What we learned from people in surprising places like Rap Battles in Central China, Favelas in Brazil, & hackers around the world. The cool ideas and the prototypes that didn’t work at all but did so in surprising, insightful and exciting ways that help us chart where AI will go next. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
4130|Real World Applications of Blockchain|0.25|0.25|0.0|0|Lucille|77 Rainey St. Austin, TX, EUA|13|17:00:00|18:00:00|30.2587207|-97.7385617|Blockchain is the buzz on everyone's tongue. The Australian Securities Exchange is the first to replace its recording system with distributed ledger tech & Australia’s Commonwealth Bank was chosen to deliver the world’s first Blockchain bond. Startups are utilizing Blockchain for secure transactions, data storage & supply chain transparency, while BaaS will help develop ideas at low cost. Join leaders from Australia & USA at Australia House to discuss the transformative potential of Blockchain.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
3680|Intro to Javascript|0.25|0.25|0.0|0|Palmer Events Center Room 1-2|900 Barton Springs Rd. Austin, TX, EUA|9|14:00:00|15:00:00|30.2606889|-97.7527899|Join us for this workshop on the JavaScript programming language aimed at beginners with little or no prior experience. This workshop provides an introduction to the JavaScript programming language and fundamentals needed to create rich, professional, and relevant web applications. Take a crash course in JavaScript and it's relationship to HTML and CSS. Takeaways 1) Overview of the landscape and its role in the web ecosystem 2) Understand the role of the web browser and where JavaScript fits in 3) Define the role of HTML, CSS, and JavaScript in web pages and web applications 4) Understand programming fundamentals using JavaScript: basic data types, arithmetic, conditional statements, iteration (loops), functions, arrays and objects Preparation Please bring a laptop. Basic HTML experience may be helpful, but is not necessary. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
3691|How to Build a 6-Figure Consulting Business||0.25249999999999995|0.0|0|Palmer Events Center Room 1-2|900 Barton Springs Rd. Austin, TX, EUA|10|09:30:00|10:30:00|30.2606889|-97.7527899|Have you considered, or are currently making money from your knowledge and experiences? Would you like more control over your finances and schedule by finding the best way to monetizing your background? It doesn't matter if you haven’t started, or have a business already, this online workshop is all about getting paid well for being your skills. Discover how you can design a business around your life, as opposed to designing your life around your business. Takeaways 1) Discover the 7 ways experts are making money from their experiences and decide on the best pathway for you. 2) Discuss ways to generating leads and signing clients. 3) Learn why most people fail in building a six-figure+ coaching or consulting business and the activities you must take to cross the six-figure hump. 4) Walk away with a library of tools, apps and additional resources to continue the momentum going forward Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2062|Stradigi AI Lab and Lounge||0.2875|0.0|0|Fairmont 5th Floor Pre Function|101 Red River. Austin, TX, EUA|13|11:00:00|18:00:00|30.2620456|-97.7381328|Where can you learn sign language, grab a complimentary coffee, and test your Artificial Intelligence aptitude all in one place? Swing by the Stradigi AI Lab & Lounge for a quick jolt of caffeine -- and AI knowledge -- at the Fairmont Austin. We’re perfectly positioned outside of the Intelligent Future track, where the world’s best & brightest in tech will discuss the algorithm-saturated earth we’re embracing. Come for the coffee, leave with an optimistic outlook for an AI-rich future. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|420
2086|Stradigi AI Lab and Lounge||0.2875|0.0|0|Fairmont 5th Floor Pre Function|101 Red River. Austin, TX, EUA|14|11:00:00|18:00:00|30.2620456|-97.7381328|Where can you learn sign language, grab a complimentary coffee, and test your Artificial Intelligence aptitude all in one place? Swing by the Stradigi AI Lab & Lounge for a quick jolt of caffeine -- and AI knowledge -- at the Fairmont Austin. We’re perfectly positioned outside of the Intelligent Future track, where the world’s best & brightest in tech will discuss the algorithm-saturated earth we’re embracing. Come for the coffee, leave with an optimistic outlook for an AI-rich future. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|420
1660|How the Future of VR & AR Will Be Unleashed Through Blockchain||0.35100000000000003|0.0|0|JW Marriott Salon 1-2|110 E 2nd St. Austin, TX, EUA|13|15:30:00|16:30:00|30.2645713|-97.743198|"In an immersive future like “The Oasis,” trust in identity, payments and freedom of expression will be cornerstones of any successful immersive experience. Blockchain technology will build that trust; a revolution enabling crowdsourced creation and sale in the new virtual economy. Is crowdsourcing the future of AR/VR? Will immersive applications be the ultimate blockchain application? A panel of experts including representatives from: - a VR platform powered by blockchain - an award-winning AR company that combines object-sensing software with an advanced smart projector and camera system  - a VR content distribution company with a platform that leverages blockchain to quickly and securely deliver and sell VR assets  ..will discuss the immersive economy giving rise to “The Oasis."" Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW."|60
2483|Re-imagining Cannabis with Lab-Verified Data||0.43775|0.0|0|Hilton Austin Downtown Salon G|500 E 4th St. Austin, TX, EUA|15|17:00:00|18:00:00|30.2650555|-97.7384697|Please be aware that cannabis and related laws vary. Programming in this track is designed to inform attendees about this fast-changing industry, and does not promote the use or sale of illegal drugs. Cannabis is complex. Consumers are overwhelmed by choice. Products contain a complex mix of ingredients. It’s hard for consumers to find the right strain and for stores to curate and recommend products. Doing this “right” requires accurate measurements of THC, CBD, and terpenes. However, not all lab data is trustworthy and the data can be confusing. Using data science, lab data, and machine intelligence, Leafly is re-imagining the legal cannabis shopping experience in exciting ways. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
3707|Tech In On Your Wellness Routine||0.45025|0.0|0|Palmer Events Center Wellness Expo Stage|900 Barton Springs Rd. Austin, TX, EUA|10|14:00:00|15:00:00|30.2606889|-97.7527899|Two things are captivating our society right now: a near-addiction to mobile technology and the state of wellness in our nation. How we leverage the former to cure the latter is not only a challenge, it’s a solution that will define our generation. Companies like MINDBODY, Amazon, Facebook, Instagram, Garmin and Strava have begun to integrate the discovery and booking of fitness classes and wellness experiences into some of the world’s most consumable apps. But to pivot our culture, leaders in tech, health and wellness must innovate further. By joining forces, we can shape the path to a personalized and accessible wellness journey. If we integrate future advances in mobile, AI, and machine learning technology to transform the way we care for ourselves, the future will be happier and healthier. This event is free and open to the public with a SXSW Guest Pass.  Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2791|Algorithms Go to Law School: The Ethics of AI|0.5|0.5|0.0|0|Palm Door on Sixth|508 E 6th St. Austin, TX, EUA|11|14:00:00|15:00:00|30.2669107|-97.7377236|As with any transformative technology, artificial intelligence raises new ethical and legal questions, including liability and potentially biased decision-making. But new technologies should not mean new values. Which is why in March 2018, the European Commission will publish a set of AI ethics guidelines, covering issues such as fairness, safety, transparency, and democracy. The result of a report from a High-Level Expert Group on Artificial Intelligence, these ethical guidelines are intended to provide an ethical and legal framework within which AI innovation can thrive.  But what do these principals mean? And how will they be enforced? Come to learn about the process leading up to these guidelines, and their implications for an international industry.   Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2135|How Dutch Cities Improve Digital Together||0.5|0.0|0|Hilton Austin Downtown Room 400-402|500 E 4th St. Austin, TX, EUA|8|17:30:00|17:45:00|30.2650555|-97.7384697|Technological development is moving at a rapid pace, creating an ongoing challenge for the Netherlands’ 355 city managers focused on delivering high quality service to residents. The $60 million Organizing Together program is an answer to these challenges. By collectively determining a standard for software applications, cities are gaining the upper hand over software providers, and improving quality over today’s off-the-shelf counterparts. This session is part of the Focus15 block centered around the topic Building Local Communities for a Global Population, with an emphasis on resident benefit. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|15
4144|AUSTRALIAHOUSE presented by G'Day USA||0.5125|0.0|0|Lucille|77 Rainey St. Austin, TX, EUA|15|09:00:00|02:00:00|30.2587207|-97.7385617|Australia House @ SXSW, located in the heart of the action on Rainey Street, is an all-encompassing Australian experience featuring technology showcases, music performances, keynote speakers and interactive displays by some of Australia’s leading experts in the film, music and innovation sectors. The weeklong activation will include multiple opportunities to engage in panel discussions, tech pitches as well as unique food, wine and tourism experiences. In 2019 over 50 Australian musical acts will perform at Australia House and more than 20 events will showcase Australian trade, investment and tourism.   Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|-420
4137|AUSTRALIAHOUSE presented by G'Day USA||0.5125|0.0|0|Lucille|77 Rainey St. Austin, TX, EUA|14|09:00:00|02:00:00|30.2587207|-97.7385617|Australia House @ SXSW, located in the heart of the action on Rainey Street, is an all-encompassing Australian experience featuring technology showcases, music performances, keynote speakers and interactive displays by some of Australia’s leading experts in the film, music and innovation sectors. The weeklong activation will include multiple opportunities to engage in panel discussions, tech pitches as well as unique food, wine and tourism experiences. In 2019 over 50 Australian musical acts will perform at Australia House and more than 20 events will showcase Australian trade, investment and tourism.   Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|-420
4128|AUSTRALIAHOUSE presented by G'Day USA||0.5125|0.0|0|Lucille|77 Rainey St. Austin, TX, EUA|13|09:00:00|02:00:00|30.2587207|-97.7385617|Australia House @ SXSW, located in the heart of the action on Rainey Street, is an all-encompassing Australian experience featuring technology showcases, music performances, keynote speakers and interactive displays by some of Australia’s leading experts in the film, music and innovation sectors. The weeklong activation will include multiple opportunities to engage in panel discussions, tech pitches as well as unique food, wine and tourism experiences. In 2019 over 50 Australian musical acts will perform at Australia House and more than 20 events will showcase Australian trade, investment and tourism.   Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|-420
2454|Copyright at the Crossroads: The Present and Prognostications||0.5127499999999999|0.0|0|Hilton Austin Downtown Salon DE|500 E 4th St. Austin, TX, EUA|15|12:30:00|13:30:00|30.2650555|-97.7384697|This will be a hard-hitting, copyright-focused panel on the impact of current legal and technological developments affecting the present and future music industry, including the MMA, artificial intelligence, holographic tours, copyright terminations 5 years after its application, and first sale doctrine in the digital space.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2414|Blockchain: A New Opportunity and Legal Considerations||0.525|0.0|0|Hilton Austin Downtown Salon DE|500 E 4th St. Austin, TX, EUA|14|14:00:00|15:00:00|30.2650555|-97.7384697|What is blockchain? How will it impact our future? Will it affect the practice of law? What should general counsel do to get ready? This panel will begin with an explanation of blockchain technology and applications and their transformative potential. The panel will discuss various broad applications of blockchain technology, including applications offered by companies they serve on, and how blockchain is so much more than crypto currency.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2342|The Art of Failure: Driving Creative Innovation||0.525|0.0|0|Hilton Austin Downtown Salon J|500 E 4th St. Austin, TX, EUA|12|17:00:00|18:00:00|30.2650555|-97.7384697|Failure is an inevitable part of innovation culture, to be valued for the lessons it brings rather than seen as effort (and resources) wasted. But if investors decide to ‘play it safe’, can creatives and the organisations they work with continue to take risks and work towards uncertain outcomes? And without supported opportunities to experiment with new technologies - from immersive to AI - is there a danger that artists will struggle to compete with others in the entertainment and leisure market? Will they become irrelevant to future audiences? This panel asks: how can we continue to support cutting edge innovation at the interface of creative expression and technology and overcome our fear of failure, and what can public funding bring to the table that the commercial sector can’t? Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1677|How Austin Has Embraced Archer's Challenge||0.563|0.0|0|JW Marriott Salon FG|110 E 2nd St. Austin, TX, EUA|14|15:30:00|16:30:00|30.2645713|-97.743198|Archer Hadley is the driving force behind Archer’s Challenge, which was initially launched at Austin High School and has morphed into a city-wide week-long event every October. Hear what Archer has learned about accessibility, creating empathy, and building bridges by asking his peers to spend a few hours navigating their everyday experience within the confines of a wheelchair.   Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
872|How High School Esports Lead to Thriving Industry||0.5752499999999999|0.0|0|Austin Convention Center Room 10AB|500 E Cesar Chavez Austin, TX, EUA|16|11:00:00|12:00:00|30.2642649|-97.7392938|High schoolers are upcoming esports players, developers, designers, engineers, marketers, journalists, analysts, and more. Learn how connecting teens’ vast esports interest with education will yield emotional and skill development to prepare them for our working world. Results of the first study of esports learning outcomes and career applications will be shared. High schoolers are upcoming esports players, developers, designers, engineers, marketers, journalists, analysts, and more. Learn how connecting teens’ vast esports interest with education will yield emotional and skill development to prepare them for our working world. Results of the first study of esports learning outcomes and career applications will be shared. The successful UC Irvine collegiate team will be examined as a model for paid esports roles, drawing parallels to other industries. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
891|Ascension Tournament||0.5755|0.0|0|Austin Convention Center Exhibit Hall 2|500 E Cesar Chavez Austin, TX, EUA|16|12:00:00|15:00:00|30.2642649|-97.7392938|Play Ascension against fellow SXSW Gaming attendees to win exclusive prizes and bragging rights! Cascade Games Event Kits are required for participation, and will be available for purchase in the Cascade Games registration area of the Tabletop Experience.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|180
962|Seeing the Numbers and Being Smart About the Games Industry||0.60025|0.0|0|Austin Convention Center Room 9C|500 E Cesar Chavez Austin, TX, EUA|16|14:00:00|15:00:00|30.2642649|-97.7392938|After several years of exploration and crunching the numbers, discover how some of the largest non-endemic brands are finding a home in gaming by making well-advised decisions. This booming industry presents a prime opportunity for everyone to get involved with more metrics and data available than ever before. With several key figures viewing games as the optimal solution to reach the cord-cutting generation, what do you need to know when making smart marketing decisions in this space?Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
803|Connected Play: Gamifying the World Around Us||0.62525|0.0|0|Austin Convention Center Room 8C|500 E Cesar Chavez Austin, TX, EUA|15|15:30:00|16:30:00|30.2642649|-97.7392938|More than fun and games, connected play is expected to be an $18 billion industry within the next five years. As new emerging tech experiences evolve, how are designers and developers creating safe, connected play experiences that help us play, learn and explore in the physical and digital world? Voice, robotics, AR, IoT and more, this panel will share perspective on the connected play industry, specific real world examples of developing connected play products and experiences, how designers are creating new ways to gamify the world around us and what’s ahead for the future of play. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
987|The Technical Art of BioWare's Anthem||0.6375|0.0|0|Austin Convention Center Room 8C|500 E Cesar Chavez Austin, TX, EUA|16|15:30:00|16:30:00|30.2642649|-97.7392938|The savage world of Anthem is volatile, lush, expansive, and full of unexpected characters. Bringing these aspects to life presented a wealth of challenging problems for BioWare's technical artists, who bridge art and technology through areas such as performance, shaders, and artist tools. This retrospective panel will highlight some of the team's work, alongside reflections on innovation, distributed collaboration/coordination, and the successes and challenges of creating a new IP for the world to enjoy.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1021|The Psychology of The Legend of Zelda||0.75|0.0|0|Austin Convention Center Gaming Expo - Discovery Stage - Exhibit Hall 2|500 E Cesar Chavez Austin, TX, EUA|17|14:30:00|15:30:00|30.2642649|-97.7392938|The Legend of Zelda franchise has immersed players in a courageous struggle against the forces of evil for three whole decades and across 30 different games. Surprisingly, throughout all these years, the powerful psychology of this game continues to allow players to assess many varying mental health conditions and to overcome emotional trauma. From Dark Link to being an orphan, panelists discuss the varying psychological importance of why this game series Links up so well with our psyches.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1023|Super Street Fighter 2 Turbo Tournament||0.8375|0.0|0|Austin Convention Center Exhibit Hall 1|500 E Cesar Chavez Austin, TX, EUA|17|16:00:00|18:00:00|30.2642649|-97.7392938|Hadouken! Pair up against the mightiest fighters found at SXSW Gaming in daily tournaments for Super Street Fighter 2 Turbo, found only at the Arcade Bunker. Each day you'll have a chance to make it to the top of the leaderboard and claim sweet prizes while basking in the glory of arcade victory. This is a Single Elimination, Open Sign Up tournament. Register for this tournament at the Arcade Bunker at least 30min before its official start time. Limited to 32 total registrants. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|120
