id|evento|target|prioridade|acesso|mentoria|local|endereco|dia|inicio|fim|latitude|longitude|resumo
2286|IP and the Internet of Things||0.1596244131455399|0.0|0|Hilton Austin Downtown Salon E|500 E 4th St. Austin, TX, EUA|11|15:30:00|16:30:00|30.2650555|-97.7384697|The internet of things, or IoT, is a system of devices, objects, animals or people that are provided with unique identifiers (UIDs) and the ability to transfer data over a network without requiring human-to-human or human-to-computer interaction.  By 2020, there may be nearly 50 billion smart devices seeking to communicate and share data to enhance user experiences amongst the IoT.  This paradigm shift presents difficult questions regarding innovation, intellectual property rights, and access to technology.  Representatives from the United States Patent & Trademark Office and the tech industry will discuss the issues and opportunities in standardization and its role in innovation in the midst of increasing demand for IoT infrastructure in daily life.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
2229|Shaping the Future of Shopping with Computer Vision|0.16901408450704225|0.16901408450704225|0.0|0|Hilton Austin Downtown Salon G|500 E 4th St. Austin, TX, EUA|10|15:30:00|16:30:00|30.2650555|-97.7384697|How does Walmart, the world’s largest retailer, envision the shopping experience of the future? Jeremy King, CTO, will discuss how Walmart’s tech division is using technologies including computer vision and deep learning to better understand its customers, both on the newly launched Walmart.com and in its 6000+ stores. The technologist will also touch on why maintaining a brick-and-mortar presence is part of its eCommerce strategy. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
1735|Better Living Through Twitter Apps & APIs|0.18309859154929575|0.18309859154929575|0.0|0|Westin Austin Downtown The Gallery Room|310 E 5th ST. Austin, TX, EUA|8|15:30:00|17:00:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Imagine a future without parking tickets and finding ski slopes that always have fresh powder. If you could dream up a happier life what would you do first? Learn how Twitter Developer Advocates employed the Twitter APIs to solve some of life's common challenges. After this workshop, you'll leave empowered to build your own path to happiness with Twitter Data.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
1745|Prototyping for IoT with Arduino|0.2112676056338028|0.2112676056338028|0.0|0|Westin Austin Downtown Continental 1|310 E 5th ST. Austin, TX, EUA|9|09:30:00|11:00:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. The intersection of physical and digital products is exploding with opportunities, and designers today are expected to think beyond the screen to build rich experiences. One way to achieve this is by creating prototypes with both physical and digital interactions.  This workshop will introduce designers to prototyping for the Internet of Things (IoT) using Arduino, an open-source electronics platform. Kathryn will walk through examples of multi-modal prototyping from low to high fidelity, sharing her physical examples in person and digging into the research insights discovered through testing them. Attendees will then get their hands dirty by building their own circuit, with provided Arduinos, and learn just how easy it is to create interesting interactions with a few lines of code. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
1815|Create Your Own Bitcoin with Black Girls CODE! - Group 2||0.21126760563380284|0.0|0|Westin Austin Downtown Paramount 2|310 E 5th ST. Austin, TX, EUA|13|16:30:00|18:00:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Black Girls CODE Tech Divas will lead a workshop introducing attendees to the basics of blockchain technology and cryptocurrency. Attendees will learn what a blockchain is, how it works, and what some concrete examples of working blockchain technologies today are. In addition, attendees will get to experience working applications that leverage blockchain technology in an effort to expose them to potential ideas they can build upon and or recreate to learn more!Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
1812|Create Your Own Bitcoin with Black Girls CODE! - Group 1||0.21126760563380284|0.0|0|Westin Austin Downtown Paramount 2|310 E 5th ST. Austin, TX, EUA|13|14:30:00|16:00:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Black Girls CODE Tech Divas will lead a workshop introducing attendees to the basics of blockchain technology and cryptocurrency. Attendees will learn what a blockchain is, how it works, and what some concrete examples of working blockchain technologies today are. In addition, attendees will get to experience working applications that leverage blockchain technology in an effort to expose them to potential ideas they can build upon and or recreate to learn more!Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
2493|Seeking Alpha: Risk Reward Reality in Cannabis Brands||0.22535211267605634|0.0|0|Hilton Austin Downtown Salon F|500 E 4th St. Austin, TX, EUA|16|11:00:00|12:00:00|30.2650555|-97.7384697|Please be aware that cannabis and related laws vary. Programming in this track is designed to inform attendees about this fast-changing industry, and does not promote the use or sale of illegal drugs. Explore the rise of the modern cannabis consumer and imagine the future of cannabis consumption from the perspectives of a venture capitalist, an investment banker, a brand builder and the candy man. Learn the fundamentals of successful brand execution and understand where metrics may be misleading. Cannabis as an industry is experiencing explosive growth despite many legal and advertising restrictions, and the innovative and adventurous have embraced this dichotomy. The result - an environment like none before it. A unique combination of investment and operational perspectives to go beyond the hype; a must-attend for operators, investors and cannabis-lovers.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
1498|Blockchain in Healthcare: Beyond the Hype||0.2253521126760564|0.0|0|JW Marriott Salon H|110 E 2nd St. Austin, TX, EUA|12|11:00:00|12:00:00|30.2645713|-97.743198|In this session we will discuss real use cases of application of blockchain technologies in healthcare. We will share real life experiences running blockchain powered health data exchange platform. There is a lot of hype around blockchain technology and how it can be used in different industries, including healthcare. It is time to go beyond the hype and generic statements and review real life deployments; discuss issues and opportunities.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
1731|How Beneficent Intention Can Help Eradicate Violence||0.23943661971830985|0.0|0|Westin Austin Downtown Paramount 1|310 E 5th ST. Austin, TX, EUA|8|11:00:00|12:30:00|30.2666201|-97.7403752|"Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. In today’s interconnected world, reasons to experience fear are easily found with just a click of one’s remote, phone, or computer. Our perceptions of fear and threat from the mundane (“What! Who finished my ice cream!?”), to the life-threatening, are hard-wired defense responses, and are often involuntary, unconscious reactions.  In this fun and interactive aikido workshop, “Aiki Lab,” you will explore exercises that reveal your natural defenses, as well as offer embodiment skills for confidence-building, improved communication, and transcendence of fear.  Experience how utilizing ""beneficent intention"" can help overcome natural fear responses and create a peaceful outcome even in the face of unexpected fear/violence. Real real-life examples such as an individual who stopped a school shooting before it occurred will be discussed. Utilizing 30+ years of study and Aikido principals as taught by Morihei Ueshiba, Sensei Quakenbush discusses how peaceful communication practices and conflict resolution technologies like Aiki-Lab are imperative (both in daily life and globally) for human societies to survive, thrive, and evolve. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW."
2899|Global Mobility Partnerships and Making the Future||0.24882629107981225|0.0|0|The Refinery|612 Brazos St. Austin, TX, EUA|9|11:00:00|12:00:00|30.2685042|-97.7414284|Revolutionary changes may be on the horizon for the mobility sector, but it’s going to take equally revolutionary global collaborations to get there. This panel will examine the need for increased international cooperation as well as the opportunities that exist for those willing to work together. It will also touch on the ways Michigan will remain integral to the global automotive and mobility industry by reaching out to the world.  Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
2478|A Music Blockchain Use Case for Mycelia||0.2629107981220657|0.0|0|Hilton Austin Downtown Room 400-402|500 E 4th St. Austin, TX, EUA|15|16:30:00|18:00:00|30.2650555|-97.7384697|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Welcome backstage for knowledge and insight in building a blockchain prototype. You will learn how to create your own smart contract using Solidity, Superblocks IDE and the Ethereum blockchain.  1st part is a walkthrough of developing Mycelia LIVEBITE. A one year crypto experiment with Imogen Heap, testing a new way of funding music makers independently from record labels through smart contracts. Transparently showing how money flows in the industry today. It's a specific use case for how Mycelia Creative Passport can create a new structure for music and disrupt the music industry.   2nd part is Superblocks connecting the dots to the music industry at large and teaching you how to showcase your future music blockchain prototype.  We finish with a surprise boost for your own ideas!Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
2092|Experimenting in a Microgravity Lab|0.2676056338028169|0.2676056338028169|0.0|0|Fairmont Manchester AB|101 Red River. Austin, TX, EUA|14|14:00:00|15:00:00|30.2620456|-97.7381328|Tissue engineering. Fluid dynamics. Combustion. Plasma. Hear why scientists are sending experiments into low earth orbit and what we learn from conducting research in the microgravity environment aboard the International Space Station (ISS). The most basic phenomena on Earth can change 250 miles above its surface. Even cells can grow differently in microgravity, potentially allowing researchers to figure out ways to bioengineer replacement body parts for Earth-dwellers. Research experiments aboard the ISS promise to advance future crewed space exploration, enhance our understanding of life on Earth and may one day help us treat ailments and preserve fragile ecosystems.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
327|Brasil Innovation Hour||0.3380281690140845|0.0|0|Austin Convention Center Trade Show - Exhibit Hall 4 - International Innovation Platform|500 E Cesar Chavez Austin, TX, EUA|11|11:30:00|12:30:00|30.2642649|-97.7392938|Get to know the exciting innovations and tech trends that Brazil is showcasing in the SXSW Trade Show.  Join us at 11:30am on Monday, March 11 at the SXSW International Innovation Platform to experience original AR, VR, holograms, and tech delivery solutions presented by an outstanding slate of Brazilian entrepreneurs. http://www.bebrasil.com.br. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
2431|The Future of AI in Blockchain||0.3427230046948357|0.0|0|Hilton Austin Downtown Salon K|500 E 4th St. Austin, TX, EUA|14|15:30:00|16:30:00|30.2650555|-97.7384697|In this session, Stephen will discuss the future of computationally intelligent blockchain applications, the limits of current technology, and how computational language will become more essential for interacting with machines and ushering in a new era of global automation and new aspects of human society.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
712|SXSW Art Program Presents Weaving by Cocolab||0.3568075117370892|0.0|0|Austin Convention Center Room 3|500 E Cesar Chavez Austin, TX, EUA|15|11:00:00|18:00:00|30.2642649|-97.7392938|Weaving is a light art performance from the Mexican firm Cocolab. Inspired by the creation of textiles in Mexico through looms, the audiovisual installation uses a large ¨canvas¨ made out of strings of light as a medium of expression. Weaving is also a reminder that art and technology have existed together since the beginning of our culture.  Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
374|Spain Meet and Greet Happy Hour||0.3615023474178403|0.0|0|Austin Convention Center Exhibit Hall 4|500 E Cesar Chavez Austin, TX, EUA|11|17:00:00|18:00:00|30.2642649|-97.7392938|You are invited to join us! Come and meet Spain’s brightest new talent and creative leaders in entrepreneurship and technology. Location: Spain at SXSW - Booth number 519 Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
2198|SXSW Pitch: Blockchain Technology||0.3708920187793428|0.0|0|Hilton Austin Downtown Salon DE|500 E 4th St. Austin, TX, EUA|10|09:30:00|10:30:00|30.2650555|-97.7384697|SXSW Pitch is a platform to allow early stage technology startups to pitch their product and/or services to industry technology experts, high profiled media personnel, and Venture Capitalists / Angel Investors. Five companies will dazzle a live audience, panel of judges with their ideas, innovations, product and/or service on , March 10th in Salon DE on the 4th floor of the Hilton Hotel. We will announce the winner of the Blockchain Technologies category at the SXSW Pitch Awards Ceremony on Sunday, March 10th at 6:30pm in Salon H on the 6th floor of the Hilton Hotel. Blockchain Technologies using digital ledgers, decentralized internet, and other distributed applications as ways to structure and share data. These applications may address such uses as cryptocurrency, supply chain, energy, media, global trade, security, and numerous other industries. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
2468|Who Am I?: Rights in Artists’ Personas||0.38028169014084495|0.0|0|Hilton Austin Downtown Salon DE|500 E 4th St. Austin, TX, EUA|15|14:00:00|15:00:00|30.2650555|-97.7384697|Rights in artists’ personas have taken center stage in the age of artist branding. Name, voice, likeness and other elements of an artist’s identity are licensed for a variety of uses, such as concert merchandise, product endorsements, videogames and hologram tours. With this has come heated litigations over who controls these rights, from the personas of Aretha Franklin, Jimi Hendrix and Bob Marley to cases involving The Roots and the estate of jazz legend Thelonious Monk. This SXSW CLE presentation examines significant court decisions on and key legal principles in artists’ personas, including which state’s right-of-publicity law may apply, the interplay of related federal claims artists may have for unauthorized uses of their personas and how the monetary value of persona rights is determined.	 Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
4137|AUSTRALIAHOUSE presented by G'Day USA||0.3896713615023473|0.0|0|Lucille|77 Rainey St. Austin, TX, EUA|14|09:00:00|02:00:00|30.2587207|-97.7385617|Australia House @ SXSW, located in the heart of the action on Rainey Street, is an all-encompassing Australian experience featuring technology showcases, music performances, keynote speakers and interactive displays by some of Australia’s leading experts in the film, music and innovation sectors. The weeklong activation will include multiple opportunities to engage in panel discussions, tech pitches as well as unique food, wine and tourism experiences. In 2019 over 50 Australian musical acts will perform at Australia House and more than 20 events will showcase Australian trade, investment and tourism.   Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
4144|AUSTRALIAHOUSE presented by G'Day USA||0.3896713615023473|0.0|0|Lucille|77 Rainey St. Austin, TX, EUA|15|09:00:00|02:00:00|30.2587207|-97.7385617|Australia House @ SXSW, located in the heart of the action on Rainey Street, is an all-encompassing Australian experience featuring technology showcases, music performances, keynote speakers and interactive displays by some of Australia’s leading experts in the film, music and innovation sectors. The weeklong activation will include multiple opportunities to engage in panel discussions, tech pitches as well as unique food, wine and tourism experiences. In 2019 over 50 Australian musical acts will perform at Australia House and more than 20 events will showcase Australian trade, investment and tourism.   Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
4128|AUSTRALIAHOUSE presented by G'Day USA||0.3896713615023473|0.0|0|Lucille|77 Rainey St. Austin, TX, EUA|13|09:00:00|02:00:00|30.2587207|-97.7385617|Australia House @ SXSW, located in the heart of the action on Rainey Street, is an all-encompassing Australian experience featuring technology showcases, music performances, keynote speakers and interactive displays by some of Australia’s leading experts in the film, music and innovation sectors. The weeklong activation will include multiple opportunities to engage in panel discussions, tech pitches as well as unique food, wine and tourism experiences. In 2019 over 50 Australian musical acts will perform at Australia House and more than 20 events will showcase Australian trade, investment and tourism.   Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
1727|Klaxoon at SXSW: the power of teamwork||0.4178403755868545|0.0|0|4th and Congress Lot|400 Congress Ave. Austin, TX, EUA|8|10:00:00|00:00:00|30.266480600000005|-97.7438558|After hiting 16 cities in 11 weeks with a 60 feet long pink truck to spread the meeting revolution, Klaxoon, the global champions of productivity tools for teamwork finally arrives in Austin for SXSW.  Following the steps of top NBA players, discover the power of teamwork.  An immersive unique pathway mixing digital experience and sport live games to get challenged with your team and win gifts!  Meet with great keynote leaders and share experience on the latest trends on future of work.  Receive awesome tips inspired by the greatest teams around the globe to know how to adapt to a drastically changing global workplace;  Enjoy free live music, free champagne and more !  Subscribe to receive your VIP pass : https://klaxoon-sxsw-the-power-of-teamwork.eventbrite.fr Launch Party at 6pm with music bands. Open to all SXSW badge holders and designated VIPs. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
1566|Tomorrow’s Perfect Food Narrative||0.4272300469483568|0.0|0|JW Marriott Salon AB|110 E 2nd St. Austin, TX, EUA|12|14:00:00|15:00:00|30.2645713|-97.743198|Eating is a life-affirming act that will keep us human despite the rise of AI and robots, but what does our food reflect about society? We need to examine the consequences of our food choices from growing to dining and the stories we tell about what we eat as they impact culture. In today’s Instagrammed world, the plate is a platform to bring awareness, open up discussion, and shape people’s experiences around natural disasters, forced migration, globalization, diversity, and more. As eaters and creators of businesses, tech, and stories, we all have the power at our fingertips to positively shape the future of food and its narrative. Join this panel with a food entrepreneur, photographer, social media expert, writer and podcast host to learn how to make a more inclusive world through food. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
987|The Technical Art of BioWare's Anthem||0.488262910798122|0.0|0|Austin Convention Center Room 8C|500 E Cesar Chavez Austin, TX, EUA|16|15:30:00|16:30:00|30.2642649|-97.7392938|The savage world of Anthem is volatile, lush, expansive, and full of unexpected characters. Bringing these aspects to life presented a wealth of challenging problems for BioWare's technical artists, who bridge art and technology through areas such as performance, shaders, and artist tools. This retrospective panel will highlight some of the team's work, alongside reflections on innovation, distributed collaboration/coordination, and the successes and challenges of creating a new IP for the world to enjoy.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
3656|The Alienware Outpost||0.4976525821596243|0.0|0|The Sunset Room|310 E 3rd St. Austin, TX, EUA|16|11:00:00|00:00:00|30.264574|-97.7405032|Following THE EXPERIENCE by Dell Technologies, we’ll transform the venue into THE ALIENWARE OUTPOST. Friday, March 15 at 8 PM, Alienware and Red Bull will kick off SXSW Gaming with live music, drinks and the best-in-class Alienware gaming products.  Be among the first to see the latest Alienware gaming PC’s while getting hands-on with exclusive gaming previews! Alienware will host the official SXSW Cosplay Contest & Gaming Closing Party on Sunday, March 17 starting at 6 PM.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
1023|Super Street Fighter 2 Turbo Tournament||0.5586854460093896|0.0|0|Austin Convention Center Exhibit Hall 1|500 E Cesar Chavez Austin, TX, EUA|17|16:00:00|18:00:00|30.2642649|-97.7392938|Hadouken! Pair up against the mightiest fighters found at SXSW Gaming in daily tournaments for Super Street Fighter 2 Turbo, found only at the Arcade Bunker. Each day you'll have a chance to make it to the top of the leaderboard and claim sweet prizes while basking in the glory of arcade victory. This is a Single Elimination, Open Sign Up tournament. Register for this tournament at the Arcade Bunker at least 30min before its official start time. Limited to 32 total registrants. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
2505|Combating Global Poverty on the Blockchain||0.5680751173708921|0.0|0|Hilton Austin Downtown Salon J|500 E 4th St. Austin, TX, EUA|16|14:00:00|15:00:00|30.2650555|-97.7384697|Trust in institutions around the world are failing. And in the developing world, only 15% of residents believe the systems in their country are working for them. As a result, more poor and underprivileged global citizens are falling behind the financial and digital divide. Blockchain technologies, through their inherent trust mechanisms, are a potential vehicle for building and restoring that trust by helping isolated communities get online, connected and verified to participate in the financial infrastructure that can empower entire regions. Solutions exist today, sometimes only requiring the smartphone in their hands, to circumvent the barriers to economic mobility. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
1021|The Psychology of The Legend of Zelda||0.7370892018779344|0.0|0|Austin Convention Center Gaming Expo - Discovery Stage - Exhibit Hall 2|500 E Cesar Chavez Austin, TX, EUA|17|14:30:00|15:30:00|30.2642649|-97.7392938|The Legend of Zelda franchise has immersed players in a courageous struggle against the forces of evil for three whole decades and across 30 different games. Surprisingly, throughout all these years, the powerful psychology of this game continues to allow players to assess many varying mental health conditions and to overcome emotional trauma. From Dark Link to being an orphan, panelists discuss the varying psychological importance of why this game series Links up so well with our psyches.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.
