id|evento|target|prioridade|acesso|mentoria|local|endereco|dia|inicio|fim|latitude|longitude|resumo|duracao
1800|AI, Big Ideas, and Shiny Objects - Group 1||0.15324999999999994|0.0|0|Westin Austin Downtown Paramount 3|310 E 5th ST. Austin, TX, EUA|12|12:30:00|14:30:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. There is so much buzz about AI. What is real? What is fiction?   This hands-on session, led by artists and researchers from Harvard's metaLAB, will bring together tech professionals, creatives, and scholars to explore AI questions big and small, and come up with quick prototypes and creative solutions with unexpected (and yes, shiny) materials. Steeped in the practice of visualizing ideas, and making complex questions accessible to broad audiences, the workshop will focus on AI's current and future impacts on society, and how to productively contend with and move forward in this exciting and challenging time. Designed for people from diverse fields and perspectives (from the highly technical to not at all technical) to come together, engage, create things, and surface new insights. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|120
1784|Taking the High Road with Brands + Twitter||0.21474999999999994|0.0|0|Westin Austin Downtown Paramount 2|310 E 5th ST. Austin, TX, EUA|11|12:30:00|14:00:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Brands like Nike, Patagonia, and Gillette have all taken stances on major controversial cultural issues. While some brands come out on the other side triumphant with massive sales and glorious brand alignment others hope the world will soon forget how they offended millions with distasteful blunders. For the few who succeed, was it all luck or a calculated risk? In this workshop, you'll learn the Twitter data story behind some of the biggest marketing wins and how to evaluate whether a moral stance is a good business decision for your brand. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|90
1731|How Beneficent Intention Can Help Eradicate Violence||0.21599999999999991|0.0|0|Westin Austin Downtown Paramount 1|310 E 5th ST. Austin, TX, EUA|8|11:00:00|12:30:00|30.2666201|-97.7403752|"Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. In today’s interconnected world, reasons to experience fear are easily found with just a click of one’s remote, phone, or computer. Our perceptions of fear and threat from the mundane (“What! Who finished my ice cream!?”), to the life-threatening, are hard-wired defense responses, and are often involuntary, unconscious reactions.  In this fun and interactive aikido workshop, “Aiki Lab,” you will explore exercises that reveal your natural defenses, as well as offer embodiment skills for confidence-building, improved communication, and transcendence of fear.  Experience how utilizing ""beneficent intention"" can help overcome natural fear responses and create a peaceful outcome even in the face of unexpected fear/violence. Real real-life examples such as an individual who stopped a school shooting before it occurred will be discussed. Utilizing 30+ years of study and Aikido principals as taught by Morihei Ueshiba, Sensei Quakenbush discusses how peaceful communication practices and conflict resolution technologies like Aiki-Lab are imperative (both in daily life and globally) for human societies to survive, thrive, and evolve. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW."|90
1735|Better Living Through Twitter Apps & APIs|0.25|0.25|0.0|0|Westin Austin Downtown The Gallery Room|310 E 5th ST. Austin, TX, EUA|8|15:30:00|17:00:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Imagine a future without parking tickets and finding ski slopes that always have fresh powder. If you could dream up a happier life what would you do first? Learn how Twitter Developer Advocates employed the Twitter APIs to solve some of life's common challenges. After this workshop, you'll leave empowered to build your own path to happiness with Twitter Data.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|90
2431|The Future of AI in Blockchain|0.25|0.25|0.0|0|Hilton Austin Downtown Salon K|500 E 4th St. Austin, TX, EUA|14|15:30:00|16:30:00|30.2650555|-97.7384697|In this session, Stephen will discuss the future of computationally intelligent blockchain applications, the limits of current technology, and how computational language will become more essential for interacting with machines and ushering in a new era of global automation and new aspects of human society.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2084|The New Science of Content: A Data Story|0.25|0.25|0.0|0|Fairmont Congressional A|101 Red River. Austin, TX, EUA|14|11:00:00|12:00:00|30.2620456|-97.7381328|Consumer attention and audience engagement is the new coin. Content creators need to evolve fast in order to catch the fast-moving trends and attract their target audience. Across this process, quantitative data is no longer enough to discover the best practices that will deliver the right experience to achieve brand goals. Synapbox and Google have come together to explore how biometric technologies can enable a new layer of data that could help marketers and advertisers understand the dynamics of consumer attention and behavioral patterns. From emotional performance to eye tracking, marketers are now able to have a precise lecture of engagement across platforms. We invite attendees to see key findings across the test of hundreds of ad videos and their performance with key audiences.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
3658|SXSW Gaming Cosplay Contest|0.25|0.25|0.0|0|The Sunset Room|310 E 3rd St. Austin, TX, EUA|17|18:00:00|19:00:00|30.264574|-97.7405032|The SXSW Gaming Cosplay Contest presented by Alienware is back for another wild year in Austin, Texas! This event is open to all SXSW Gaming attendees 18 years of age and older. SXSW Gaming Cosplay Contest categories and prize distribution include Best in Show ($1,250), Best Craftsmanship ($1,000), Best Video Game Design ($250), Best Anime Design ($250), and Best Original Design ($250). To register as a contestant for this event, participants must be 18 years of age and older and must first complete their application and pre-judging at the SXSW Gaming Cosplay Booth found in Exhibit Hall 1 of the Austin Convention Center. Registrations will close at 2:00pm on Sunday, March 17. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1856|Hacker Heroes and Villains: Evolving Role in Media|0.25|0.25|0.0|0|Fairmont Manchester AB|101 Red River. Austin, TX, EUA|8|17:00:00|18:00:00|30.2620456|-97.7381328|Hackers may fascinate and terrify us, but they might be the immune system of our digital society. While dependence on connected technology has grown faster than our ability to secure it, friendly hackers improve public safety, public policy, and save lives - through security research. Yet media portrayals of hackers lack authenticity and fidelity, focused on harmful behavior and motivations, instead of diverse narratives in the real hacker community. Hacking is a superpower: for good or for ill. Better media role models will create the hacker heroes we need. Real world hackers team with fictional counterparts to examine hacker roles in society vs media. The audience will understand who hackers really are, who they can be, and what drives them - and will distinguish myth from reality.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1044|Scaling AI for the Future Workforce|0.25|0.25|0.0|0|Antone’s Capital One House|305 E 5th St. Austin, TX, EUA|8|12:30:00|13:30:00|30.266128|-97.7403547|AI will undoubtedly impact tomorrow’s workforce; the biggest changes will likely come not in the replacement of humans, but how they work. Current estimates predict that 47% of U.S. job tasks will be at risk of becoming automated over the next decade, but over 2.3 million new jobs will also be created. Discover how forward-leaning organizations are harnessing emerging technology to keep humans--and our communities--at the forefront of socioeconomic development as we enter a new AI-driven era. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2738|Ethics and AI: How to Plan for the Unpredictable|0.25|0.25|0.0|0|Courtyard Marriott Rio Grande Ballroom|300 E 4th St. Austin, TX, EUA|9|14:00:00|15:00:00|30.2655533|-97.7402274|AI is influencing our lives in powerful ways, but are we prepared to handle the unpredictability of tomorrow? This panel will discuss how the intersection of AI and ethics can help plan for the unknown. Speakers will highlight how a leader’s background in ethics can help AI stay beneficial, rather than a threat, to humanity. Panelists will bring unique perspectives from industry to academia that will empower participants to proactively build more transparent, explainable, and accountable AI systems. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2742|Artisanal AI: A Marriage of Tech and Human Touch|0.25|0.25|0.0|0|Courtyard Marriott Rio Grande Ballroom|300 E 4th St. Austin, TX, EUA|10|12:30:00|13:30:00|30.2655533|-97.7402274|The growth of AI systems will increase the capabilities of machines to produce flawless outputs, from manufactured goods to cultural products. A more flawless world could also be a world with less character and diversity, so rare items with a clear human provenance—such as the artisanal—will be most valuable and sought after. The human touch, especially when augmented by an AI system, will become especially valuable.    Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1311|HBCUs & Emerging Technologies||0.31275|0.0|0|JW Marriott Salon C|110 E 2nd St. Austin, TX, EUA|10|14:00:00|15:00:00|30.2645713|-97.743198|Course Curriculum 101: HBCUs & Emerging Technologies  HBCUs provide pathways of opportunity for millions of first generation college students and they contribute more than $15 billion annually to the US economy. As a result, the health and wellness of these institutions must be a national priority. This panel will discuss the steps needed to ensure HBCUs are equipped and positioned to provide course curriculum for emerging technologies like AI, IoT, quantum computing and cybersecurity.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2478|A Music Blockchain Use Case for Mycelia||0.32774999999999993|0.0|0|Hilton Austin Downtown Room 400-402|500 E 4th St. Austin, TX, EUA|15|16:30:00|18:00:00|30.2650555|-97.7384697|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Welcome backstage for knowledge and insight in building a blockchain prototype. You will learn how to create your own smart contract using Solidity, Superblocks IDE and the Ethereum blockchain.  1st part is a walkthrough of developing Mycelia LIVEBITE. A one year crypto experiment with Imogen Heap, testing a new way of funding music makers independently from record labels through smart contracts. Transparently showing how money flows in the industry today. It's a specific use case for how Mycelia Creative Passport can create a new structure for music and disrupt the music industry.   2nd part is Superblocks connecting the dots to the music industry at large and teaching you how to showcase your future music blockchain prototype.  We finish with a surprise boost for your own ideas!Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|90
3941|The Fender Next House||0.33924999999999994|0.0|0|Lustre Pearl|94 Rainey St. Austin, TX, EUA|14|12:00:00|02:00:00|30.2606735|-97.7382965|LONG LIVE THE GUITAR. Fender kicks off the Fender NEXT program with live performances, panel discussions and workshops featuring artists that represent the new face of guitar in music and culture!Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|-600
3947|The Fender Next House||0.33924999999999994|0.0|0|Lustre Pearl|94 Rainey St. Austin, TX, EUA|15|12:00:00|02:00:00|30.2606735|-97.7382965|LONG LIVE THE GUITAR. Fender kicks off the Fender NEXT program with live performances, panel discussions and workshops featuring artists that represent the new face of guitar in music and culture!Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|-600
2291|Behind the Intelligence: Active and Passive AI||0.3625|0.0|0|Hilton Austin Downtown Salon F|500 E 4th St. Austin, TX, EUA|11|17:00:00|18:00:00|30.2650555|-97.7384697|While the industry is abuzz talking about the rise of artificial intelligence, the technology itself is not new – A.I. has been all around us for a number of years now, but it wasn’t labelled as such. From automating analytics to shortening the process of online discovery, we’ve been interacting with A.I. without even knowing it. As such, the labelling of A.I. is simply not accurate enough.  In this panel conversation, experts in A.I. will dive one layer deeper into the technology in order to differentiate between the two primary types in our lives – Passive A.I. and Active A.I. They will discuss the increased role of both in our everyday lives, and will explore the opportunities A.I. can create and the possible outcomes that will radically change the ways we interact with technology. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2060|Practical Machine Ethics and Implications for AI||0.375|0.0|0|Fairmont Manchester EFG|101 Red River. Austin, TX, EUA|13|11:00:00|12:00:00|30.2620456|-97.7381328|"Contrary to what tech news outlets like Mashable, Techcrunch, and Wired tell us about the future of work and the purported ""rise of the machines"", we're seeing that Machine Learning developments are still far away from general AI, and hence far away from becoming real problem solvers. However, it is precisely because of this early stage of development that engineers and mathematicians need to talk about the real, down-to-earth implications of imbuing their algorithms and models with ethical considerations. We will discuss these, specifically for supervised, unsupervised and reinforcement learning, and will share some flops and bloopers from both sides of the border. We will then finish this talk with 3 frameworks for ethical modelling.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW."|60
2068|Let AI Hear What's Going On: Machine Listening||0.38775|0.0|0|Fairmont Manchester EFG|101 Red River. Austin, TX, EUA|13|12:30:00|13:30:00|30.2620456|-97.7381328|Speech recognition is one of the most popular AI technologies because it makes humans to communicate with machines more naturally. However, audio contains much more information than that. There are millions of sounds we hear every day such as footstep, coughing, dog barking, and music, and making sense of any sound we hear every day is called machine listening. Current AI systems can't understand what's going on around them, but this emerging sound cognition technology can make them understand the context to provide appropriate service on time, also open up new possibilities for creative applications. In this session, he will introduce the concept of machine listening and what kind of new services, user experience, and musical/artistic expression can be made based on this technology.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1566|Tomorrow’s Perfect Food Narrative||0.45|0.0|0|JW Marriott Salon AB|110 E 2nd St. Austin, TX, EUA|12|14:00:00|15:00:00|30.2645713|-97.743198|Eating is a life-affirming act that will keep us human despite the rise of AI and robots, but what does our food reflect about society? We need to examine the consequences of our food choices from growing to dining and the stories we tell about what we eat as they impact culture. In today’s Instagrammed world, the plate is a platform to bring awareness, open up discussion, and shape people’s experiences around natural disasters, forced migration, globalization, diversity, and more. As eaters and creators of businesses, tech, and stories, we all have the power at our fingertips to positively shape the future of food and its narrative. Join this panel with a food entrepreneur, photographer, social media expert, writer and podcast host to learn how to make a more inclusive world through food. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2443|Blockchain in Cannabis: Boosting Market Efficiency||0.4875|0.0|0|Hilton Austin Downtown Salon K|500 E 4th St. Austin, TX, EUA|15|11:00:00|12:00:00|30.2650555|-97.7384697|Chain Business Insights Co-founder Sherree DeCovny and California Cannabis Market CEO Jess Jessop discuss how blockchain can achieve operational efficiency and lead to normalization in the cannabis industry. Key topics include how the technology can improve track and trace capabilities, increase supply chain visibility and reduce friction, facilitate payment processing, enable regulatory compliance and enhance consumer protection. They will discuss how data from IoT sensors, Radio Frequency Identification (RFID) chips, QR codes and bar codes can be linked to the blockchain to further improve efficiency. Finally, they will talk about how cannabis consumers can benefit from the application of these technologies, and what other industries can learn from the cannabis industry’s experience. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2509|The Next Killer Application on Blockchain|0.5|0.5|0.0|0|Hilton Austin Downtown Salon K|500 E 4th St. Austin, TX, EUA|16|14:00:00|15:00:00|30.2650555|-97.7384697|"Blockchain Technology has been all over the media and we have heard of its past killer applications such as Bitcoin as the most popular cryptocurrency. In 2018 we experienced the same ""crypto winter"" as a few year prior, when Bitcoin tanked from 1200 to 250 Usd. Back then, the ""next killer blockchain app""  Ethereum as a decentralized computer with its smart contracts pulled the entire ecosystem out of a slump. Now in 2019 we are asking, which will be the next killer application on the blockchain, that could get the same done. We hear about candidates such as security tokens, stable coins and IOT. Internationally renown Blockchain expert Dr. Julian Hosp will dig deeper, clean up with myths and show, that probably none of these will bring the needed innovation. His candidate? Collectibles.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW."|60
812|How to Build and Maintain Online Game Communities|0.5|0.5|0.0|0|Austin Convention Center Room 9C|500 E Cesar Chavez Austin, TX, EUA|15|15:30:00|16:30:00|30.2642649|-97.7392938|MMO game experiences are all built around one fundamental principle: sustainable online communities. With several game franchises surpassing a decade of operations with gamers who have been there through it all, there have been many critical lessons learned in maintaining an ever-evolving community. Gain key insights from leading MMO community managers and see how you can apply their community management tactics towards your next game project.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2092|Experimenting in a Microgravity Lab|0.5|0.5|0.0|0|Fairmont Manchester AB|101 Red River. Austin, TX, EUA|14|14:00:00|15:00:00|30.2620456|-97.7381328|Tissue engineering. Fluid dynamics. Combustion. Plasma. Hear why scientists are sending experiments into low earth orbit and what we learn from conducting research in the microgravity environment aboard the International Space Station (ISS). The most basic phenomena on Earth can change 250 miles above its surface. Even cells can grow differently in microgravity, potentially allowing researchers to figure out ways to bioengineer replacement body parts for Earth-dwellers. Research experiments aboard the ISS promise to advance future crewed space exploration, enhance our understanding of life on Earth and may one day help us treat ailments and preserve fragile ecosystems.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
924|Young Creators Are the Future of Entertainment||0.5375|0.0|0|Austin Convention Center Room 9C|500 E Cesar Chavez Austin, TX, EUA|16|12:30:00|13:30:00|30.2642649|-97.7392938|Young, independent content creators have forever changed the belief that audiences are meant to be passive viewers of video and interactive entertainment. A new, global massively large generation that has never known life without the internet is transforming the future of entertainment by imagining and creating their own stories and sharing them with the world. Millions of digital creators are producing, distributing and monetizing content on platforms like YouTube, Twitch and Roblox. This panel will discuss key learnings from young storytellers and the ways in which next-gen digital creators are driving consumption of entertainment in a way that will have lasting impacts on the business and legal foundation on which the entertainment industry has been built.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2488|IP, Brand and Blockchain: Business on the Block||0.53775|0.0|0|Hilton Austin Downtown Salon J|500 E 4th St. Austin, TX, EUA|16|11:00:00|12:00:00|30.2650555|-97.7384697|"Open blockchain protocols are generally based on open-source software, where intellectual property rights (patent, copyright, trademark) are generally not pursued. But when devs build dApps on top of open platforms, questions of IP ownership soon follow. Additionally, building a product or service ""on the block"" requires savvy entrepreneurs and owners to manage and leverage trademark and trade secret rights and protections. Our panel experts will explore all of these essential topics.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW."|60
969|Splendor Tournament||0.5755|0.0|0|Austin Convention Center Exhibit Hall 2|500 E Cesar Chavez Austin, TX, EUA|16|15:00:00|18:00:00|30.2642649|-97.7392938|Play Splendor against fellow SXSW Gaming attendees to win exclusive prizes and bragging rights! Cascade Games Event Kits are required for participation, and will be available for purchase in the Cascade Games registration area of the Tabletop Experience.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|180
1022|Red Dragon Inn Tournament||0.5755|0.0|0|Austin Convention Center Exhibit Hall 2|500 E Cesar Chavez Austin, TX, EUA|17|15:00:00|17:00:00|30.2642649|-97.7392938|Play Red Dragon Inn against fellow SXSW Gaming attendees to win exclusive prizes and bragging rights! Cascade Games Event Kits are required for participation, and will be available for purchase in the Cascade Games registration area of the Tabletop Experience.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|120
5445|Closing BBQ and Softball Tournament||0.66275|0.0|0|Krieg Field|515 S Pleasant Valley Rd. Austin, TX, EUA|17|12:30:00|17:30:00|30.2464427|-97.71392790000002|The 2019 South By Southwest Closing Barbecue and Softball Tournament is free to all SXSW Music and Platinum Badges and also open to the general public (food and soft drink tickets available for sale). Enjoy an authentic Texas barbecue spread with all the trimmings (vegetarian options as well). Registrants MUST bring their badge and photo ID (everyone gets carded) to claim one free meal per Music and Platinum Badge. Film Badges, Interactive Badges and general public guests can purchase a $15 food plate. Note: For insurance reasons, we cannot sell beer to non-registrants; however, you’re welcome to bring your own (no glass containers, please). BBQ service begins at 12:30 pm. The first round of games begins at 1:00 pm and the Championship game is at 4:00 pm. Grab a spot in the bleachers for three rounds of softball and the chance to catch up with other registrants in a relaxed setting to make plans to be back in Austin next March. Showcasing Artists: If you chose the Registration Packet, your Artist Packet envelope gets you one free barbecue meal. Any SXSW Platinum or Music registrant can sign up to play in the SXSW Softball Tournament. Performing artists with performing artist wristbands can sign up and play as well; one player per band, please. There are three rounds of games: quarterfinals, semifinals, and a final that starts at 4:00pm, with live announcers and a rendition of “Take Me Out To The Ball Game.” We recommend you bring your own glove, if you have one, but we have a lot of loaners as well, which you can sign out with proper ID. IMPORTANT: TO REGISTER FOR A TEAM IN ADVANCE, YOU MUST EMAIL BY MONDAY, MARCH 4. AFTER THAT DATE, YOU MUST REGISTER IN PERSON AT THE CONVENTION CENTER ON THURSDAY, MARCH 14, OR FRIDAY, MARCH 15. *Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|300
