id|event|target|rank|access|is_mentor|place|address|day|start|end|latitude|longitude|abstract|duration
1311|HBCUs & Emerging Technologies||0.4007500000000001|0.0|0|JW Marriott Salon C|110 E 2nd St. Austin, TX, EUA|10|14:00:00|15:00:00|30.2645713|-97.743198|Course Curriculum 101: HBCUs & Emerging Technologies  HBCUs provide pathways of opportunity for millions of first generation college students and they contribute more than $15 billion annually to the US economy. As a result, the health and wellness of these institutions must be a national priority. This panel will discuss the steps needed to ensure HBCUs are equipped and positioned to provide course curriculum for emerging technologies like AI, IoT, quantum computing and cybersecurity.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1770|Ready, Set, Action! Building for Google Assistant||0.10349999999999993|0.0|0|Westin Austin Downtown The Gallery Room|310 E 5th ST. Austin, TX, EUA|10|15:30:00|17:30:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. The Google Home has lots of great functionality, but wouldn't it be better to customize it just for you, some friends, or even the whole world? In this workshop you will learn how to create your own Google Assistant Action. We will discuss design best practices & go through all the steps in building your own Action. We will walk you through creating a personalized horoscope, from start to finish. The goal? You leave with a personalized Action you can show off to friends and family back home.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|120
1778|Use Computer Code to Grow a Farm|1.0|0.005|0.0|0|Westin Austin Downtown Continental 2|310 E 5th ST. Austin, TX, EUA|11|09:30:00|12:30:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Learn the basics of physical computing, open source, and Raspberry Pi (a $35, hackable, palm-sized computer) and how to incorporate this into civic tech solutions for urban agriculture and other food systems challenges. We’ll spend the first half of the session learning how to set up, work with, and write Python computer code to automate everyday objects with Raspberry Pi. Then, we’ll build on those skills by constructing mini, computer-controlled, hydroponic indoor gardens and learn how urban farmers are scaling similar models in cities around the world. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|180
4072|The Future of AI: Accelerating Innovation|50.0|0.25|0.0|0|Capital Factory Defense Innovation Lounge, Main Stage|701 Brazos St Austin, TX, EUA|11|12:30:00|13:30:00|30.2688755|-97.7405641|The Innovation Ecosystem within the government has gotten a makeover due to new partnerships within the startup and academic community. Join us for a conversation with ecosystem stakeholders to discuss the impact of, and use cases for, artificial intelligence (AI).Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2281|The Alchemy and Science of Metrics|1.0|0.005|0.0|0|Hilton Austin Downtown Salon G|500 E 4th St. Austin, TX, EUA|11|15:30:00|16:30:00|30.2650555|-97.7384697|Quantitative measurement is the key to scaling businesses, processes, and products and making them better. It sounds easy: just pick a number and improve it. However, actually choosing a metric is an exploration of a many-dimensional space with no map and no guide. Until now. Learn how to choose the right metrics so you can build a better product and a better business. In the 13 years of Indeed’s existence, the company’s strategy has evolved considerably. What has remained constant is a dedication to making decisions based on evidence. Sometimes Indeed chose metrics wisely; sometimes Indeed chose metrics poorly. From these experiences, Ketan has derived a body of knowledge and a set of principles that can help others find the best metrics for their products and businesses. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
372|Designing the World at Ignite® SXSW||0.42525|0.0|0|Austin Convention Center Room 10AB|500 E Cesar Chavez Austin, TX, EUA|11|17:00:00|18:00:00|30.2642649|-97.7392938|10 speakers will share their war stories & thoughts about the design world. Each speakers gets 20 slides that auto-advance every 15 seconds for 5 minutes on stage. It's going to be awesome. Presentations: Amy Bonsall – Forget MVP, Build a Startup in a Day Adam Freed – Climate Change and Public Health Bernardo Mendez – How to Socialize Your Robot: Human Labor Redefined Jonathan Nelson – OMG! My Token Is a Security!: What Do I Do? Juan Carlos	Perez – The Immigrant Executive: Are You a Threat? Gulay Ozkan – A European Case Example for Humanizing Tech James Cabrera – Macroscopic Design: Design For The Most of Us Johanna Skilling – Engineering Empathy for Health & Well-Being Jonathan Brill – Frictionless Business: Blockchain, IoT & AI Meg Green – Gender & Artificial Intelligence Regi	Wahyu	Blockchain for Agriculture: Data Empowerment Richard Yonck – Chasing Singularities: The Future of Intelligence Richard Vincent – Haptics for Humanity: Surgical Training Redefined Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1797|Making Daily Song Plays Datasets For Music Labels|1.0|0.005|0.0|0|Westin Austin Downtown Continental 3|310 E 5th ST. Austin, TX, EUA|12|09:30:00|12:30:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Every day we generate and deliver datasets to each of the major record labels. Each dataset will describe in structured detail every single song spin that occurred that day on Pandora to which that label has rights.  This includes information on the user that played the song, title, lead artist, how the song play was triggered within the app, exact timestamp of play and other valuable information. Generating and delivering these event-level datasets involves many sequential and intricate, pipelined steps. Delivering these massive files every 24 hours has not been possible over the last 5-10 years, until now. This workshop will cover exactly how we automated every step of the workflow, as well as how we generate the datasets and validate them using Apache Spark and Hive.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|180
4078|Collecting Your Data Exhaust Can be Your Advantage|50.0|0.25|0.0|0|Capital Factory Voltron Room|701 Brazos St Austin, TX, EUA|12|12:30:00|13:30:00|30.2688755|-97.7405641|"Over 2.5 quintillion bytes of data are created every single day. Much of that data is thrown away. This ‘data exhaust’ — actually holds tremendous value and can be collected to create new capabilities. Savvy companies are building a ""data moat"" and using their data to build AI capabilities that better serve customers, reinvent themselves, or change their industry entirely. We explore how companies like Keller Williams and Indeed make data exhaust a competitive advantage. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW."|60
1566|Tomorrow’s Perfect Food Narrative||0.45|0.0|0|JW Marriott Salon AB|110 E 2nd St. Austin, TX, EUA|12|14:00:00|15:00:00|30.2645713|-97.743198|Eating is a life-affirming act that will keep us human despite the rise of AI and robots, but what does our food reflect about society? We need to examine the consequences of our food choices from growing to dining and the stories we tell about what we eat as they impact culture. In today’s Instagrammed world, the plate is a platform to bring awareness, open up discussion, and shape people’s experiences around natural disasters, forced migration, globalization, diversity, and more. As eaters and creators of businesses, tech, and stories, we all have the power at our fingertips to positively shape the future of food and its narrative. Join this panel with a food entrepreneur, photographer, social media expert, writer and podcast host to learn how to make a more inclusive world through food. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1803|Build a Movie Recommendation Engine in Python|1.0|0.005|0.0|0|Westin Austin Downtown Continental 3|310 E 5th ST. Austin, TX, EUA|12|15:30:00|18:00:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Ever wonder how Netflix made that recommendation that led you to binge watch Black Mirror all weekend? Are they mind readers or is it smart algorithms? Join General Assembly instructors for an interactive workshop where we will learn how recommendation engines work. This will involve a little bit of linear algebra. Don’t worry if you’re new to the subject! We’ll cover all the basics. We will then build a movie recommendation engine using pandas, scikit-learn and the famous MovieLens dataset. Requirements: - A laptop is required for this workshop with the latest version of Anaconda (Python 3.7) installed. You can download it for free here: https://www.anaconda.com/download/  - Attendees should have intermediate experience with coding in Python; must know how to start up a Jupyter Notebook; must be familiar with the pandas and scikit-learn libraries Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|150
2060|Practical Machine Ethics and Implications for AI||0.36275|0.0|0|Fairmont Manchester EFG|101 Red River. Austin, TX, EUA|13|11:00:00|12:00:00|30.2620456|-97.7381328|"Contrary to what tech news outlets like Mashable, Techcrunch, and Wired tell us about the future of work and the purported ""rise of the machines"", we're seeing that Machine Learning developments are still far away from general AI, and hence far away from becoming real problem solvers. However, it is precisely because of this early stage of development that engineers and mathematicians need to talk about the real, down-to-earth implications of imbuing their algorithms and models with ethical considerations. We will discuss these, specifically for supervised, unsupervised and reinforcement learning, and will share some flops and bloopers from both sides of the border. We will then finish this talk with 3 frameworks for ethical modelling.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW."|60
2355|AI: Transforming our Social Lifestyles||0.3875|0.0|0|Hilton Austin Downtown Salon K|500 E 4th St. Austin, TX, EUA|13|12:30:00|13:30:00|30.2650555|-97.7384697|The elusive powers of AI are infiltrating our lives and not just in the tech devices we use. It's no secret that we are all mapped today by a series of data points. These graphs of data not only fuel companies ability to serve up a new level of personalization but also help predict our next moves - down to how we shop and what we eat. In this conversation, Stitch Fix and DoorDash will discuss our automated, on-demand future, and where technologies like AI will determine our social existence.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1812|Create Your Own Bitcoin with Black Girls CODE! - Group 1|1.0|0.005|0.0|0|Westin Austin Downtown Paramount 2|310 E 5th ST. Austin, TX, EUA|13|14:30:00|16:00:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Black Girls CODE Tech Divas will lead a workshop introducing attendees to the basics of blockchain technology and cryptocurrency. Attendees will learn what a blockchain is, how it works, and what some concrete examples of working blockchain technologies today are. In addition, attendees will get to experience working applications that leverage blockchain technology in an effort to expose them to potential ideas they can build upon and or recreate to learn more!Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|90
1815|Create Your Own Bitcoin with Black Girls CODE! - Group 2|1.0|0.005|0.0|0|Westin Austin Downtown Paramount 2|310 E 5th ST. Austin, TX, EUA|13|16:30:00|18:00:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Black Girls CODE Tech Divas will lead a workshop introducing attendees to the basics of blockchain technology and cryptocurrency. Attendees will learn what a blockchain is, how it works, and what some concrete examples of working blockchain technologies today are. In addition, attendees will get to experience working applications that leverage blockchain technology in an effort to expose them to potential ideas they can build upon and or recreate to learn more!Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|90
2084|The New Science of Content: A Data Story|50.0|0.25|0.0|0|Fairmont Congressional A|101 Red River. Austin, TX, EUA|14|11:00:00|12:00:00|30.2620456|-97.7381328|Consumer attention and audience engagement is the new coin. Content creators need to evolve fast in order to catch the fast-moving trends and attract their target audience. Across this process, quantitative data is no longer enough to discover the best practices that will deliver the right experience to achieve brand goals. Synapbox and Google have come together to explore how biometric technologies can enable a new layer of data that could help marketers and advertisers understand the dynamics of consumer attention and behavioral patterns. From emotional performance to eye tracking, marketers are now able to have a precise lecture of engagement across platforms. We invite attendees to see key findings across the test of hundreds of ad videos and their performance with key audiences.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
584|Diversifying Artificial Intelligence||0.3625|0.0|0|Austin Convention Center Room 10AB|500 E Cesar Chavez Austin, TX, EUA|14|12:30:00|13:30:00|30.2642649|-97.7392938|One of the greatest challenges the tech industry faces is the diversity crisis.  We all know what the data says about the lack of diversity, but what is the solution?  As more companies strive to build a more diverse workforce, author and Professor S. Craig Watkins explains how a smarter investment in outreach efforts and educational programs can help build a more diverse tech talent pipeline.  If the future of tech is AI, why should the tech industry want more diverse participation in building the smart future? Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2092|Experimenting in a Microgravity Lab|100.0|0.5|0.0|0|Fairmont Manchester AB|101 Red River. Austin, TX, EUA|14|14:00:00|15:00:00|30.2620456|-97.7381328|Tissue engineering. Fluid dynamics. Combustion. Plasma. Hear why scientists are sending experiments into low earth orbit and what we learn from conducting research in the microgravity environment aboard the International Space Station (ISS). The most basic phenomena on Earth can change 250 miles above its surface. Even cells can grow differently in microgravity, potentially allowing researchers to figure out ways to bioengineer replacement body parts for Earth-dwellers. Research experiments aboard the ISS promise to advance future crewed space exploration, enhance our understanding of life on Earth and may one day help us treat ailments and preserve fragile ecosystems.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2431|The Future of AI in Blockchain|50.0|0.25|0.0|0|Hilton Austin Downtown Salon K|500 E 4th St. Austin, TX, EUA|14|15:30:00|16:30:00|30.2650555|-97.7384697|In this session, Stephen will discuss the future of computationally intelligent blockchain applications, the limits of current technology, and how computational language will become more essential for interacting with machines and ushering in a new era of global automation and new aspects of human society.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
694|The Business of Fun: Designing a Design Culture||0.47575|0.0|0|Austin Convention Center Room 8C|500 E Cesar Chavez Austin, TX, EUA|15|11:00:00|12:00:00|30.2642649|-97.7392938|Game design is an eminently creative and artistic exercise that serves as the foundation for a growing global industry. Each game studio has a unique style, but they all share one thing: The Game Design Discipline. From the first loading screen to the last cutscene, effective game design blends art and science to keep players entertained and eager for more. Competing forces work to influence the direction of every game--from the players' vision of the product, to the executives goals to hit--but ultimately, design culture dictates the end result. This panel will discuss how various game design directors with products in a range of lifecycles reconcile their design disciplines with overall studio culture and the material impact this has on each company.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
749|UX and Cognitive Science in Game Design||0.46275|0.0|0|Austin Convention Center Room 8C|500 E Cesar Chavez Austin, TX, EUA|15|12:30:00|13:30:00|30.2642649|-97.7392938|User experience (UX) and psychology are becoming trendy in the industry, but how can these disciplines concretely help a team to develop a game? Some designers might think that this knowledge is not easy to apply, or even fear that it will distort the experience they intend to offer. However, UX and cognitive science combined are at the service of design, and can provide very concrete and easy-to-use tips to anticipate and solve design problems, sometimes even before the play testing phase. By having a general understanding of how the brain works and by following UX guidelines, the designers increase the chance of their audience experiencing the intended design. This talk will offer an introduction to UX and psychology in game development, with examples from Fortnite.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
812|How to Build and Maintain Online Game Communities|100.0|0.5|0.0|0|Austin Convention Center Room 9C|500 E Cesar Chavez Austin, TX, EUA|15|15:30:00|16:30:00|30.2642649|-97.7392938|MMO game experiences are all built around one fundamental principle: sustainable online communities. With several game franchises surpassing a decade of operations with gamers who have been there through it all, there have been many critical lessons learned in maintaining an ever-evolving community. Gain key insights from leading MMO community managers and see how you can apply their community management tactics towards your next game project.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2478|A Music Blockchain Use Case for Mycelia||0.24075|0.0|0|Hilton Austin Downtown Room 400-402|500 E 4th St. Austin, TX, EUA|15|16:30:00|18:00:00|30.2650555|-97.7384697|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Welcome backstage for knowledge and insight in building a blockchain prototype. You will learn how to create your own smart contract using Solidity, Superblocks IDE and the Ethereum blockchain.  1st part is a walkthrough of developing Mycelia LIVEBITE. A one year crypto experiment with Imogen Heap, testing a new way of funding music makers independently from record labels through smart contracts. Transparently showing how money flows in the industry today. It's a specific use case for how Mycelia Creative Passport can create a new structure for music and disrupt the music industry.   2nd part is Superblocks connecting the dots to the music industry at large and teaching you how to showcase your future music blockchain prototype.  We finish with a surprise boost for your own ideas!Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|90
2488|IP, Brand and Blockchain: Business on the Block||0.53775|0.0|0|Hilton Austin Downtown Salon J|500 E 4th St. Austin, TX, EUA|16|11:00:00|12:00:00|30.2650555|-97.7384697|"Open blockchain protocols are generally based on open-source software, where intellectual property rights (patent, copyright, trademark) are generally not pursued. But when devs build dApps on top of open platforms, questions of IP ownership soon follow. Additionally, building a product or service ""on the block"" requires savvy entrepreneurs and owners to manage and leverage trademark and trade secret rights and protections. Our panel experts will explore all of these essential topics.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW."|60
924|Young Creators Are the Future of Entertainment||0.46275|0.0|0|Austin Convention Center Room 9C|500 E Cesar Chavez Austin, TX, EUA|16|12:30:00|13:30:00|30.2642649|-97.7392938|Young, independent content creators have forever changed the belief that audiences are meant to be passive viewers of video and interactive entertainment. A new, global massively large generation that has never known life without the internet is transforming the future of entertainment by imagining and creating their own stories and sharing them with the world. Millions of digital creators are producing, distributing and monetizing content on platforms like YouTube, Twitch and Roblox. This panel will discuss key learnings from young storytellers and the ways in which next-gen digital creators are driving consumption of entertainment in a way that will have lasting impacts on the business and legal foundation on which the entertainment industry has been built.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
962|Seeing the Numbers and Being Smart About the Games Industry||0.488|0.0|0|Austin Convention Center Room 9C|500 E Cesar Chavez Austin, TX, EUA|16|14:00:00|15:00:00|30.2642649|-97.7392938|After several years of exploration and crunching the numbers, discover how some of the largest non-endemic brands are finding a home in gaming by making well-advised decisions. This booming industry presents a prime opportunity for everyone to get involved with more metrics and data available than ever before. With several key figures viewing games as the optimal solution to reach the cord-cutting generation, what do you need to know when making smart marketing decisions in this space?Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
969|Splendor Tournament||0.563|0.0|0|Austin Convention Center Exhibit Hall 2|500 E Cesar Chavez Austin, TX, EUA|16|15:00:00|18:00:00|30.2642649|-97.7392938|Play Splendor against fellow SXSW Gaming attendees to win exclusive prizes and bragging rights! Cascade Games Event Kits are required for participation, and will be available for purchase in the Cascade Games registration area of the Tabletop Experience.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|180
1013|New Voices in Gaming: Victoria, Elizabeth and Mela||0.7875|0.0|0|Austin Convention Center Gaming Expo - Discovery Stage - Exhibit Hall 2|500 E Cesar Chavez Austin, TX, EUA|17|11:30:00|12:30:00|30.2642649|-97.7392938|Join Victoria Atkin, Elizabeth Maxwell and Mela Lee as they discuss their work and experience in voice acting games such as Fortnite, Just Cause 4 and Apex Legends. The panel will share what it’s like to bring iconic characters from your favorite games to life, take a close look into the audition process and recording sessions, and explore a voice actor’s role in the gaming industry as a whole. With several triumphs and challenges to discuss, learn invaluable advice from the newest voices in gaming! Discussion will be followed by a brief audience Q&A and meet-and-greet with Victoria Atkin, Elizabeth Maxwell and Mela Lee.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
5445|Closing BBQ and Softball Tournament||0.563|0.0|0|Krieg Field|515 S Pleasant Valley Rd. Austin, TX, EUA|17|12:30:00|17:30:00|30.2464427|-97.71392790000002|The 2019 South By Southwest Closing Barbecue and Softball Tournament is free to all SXSW Music and Platinum Badges and also open to the general public (food and soft drink tickets available for sale). Enjoy an authentic Texas barbecue spread with all the trimmings (vegetarian options as well). Registrants MUST bring their badge and photo ID (everyone gets carded) to claim one free meal per Music and Platinum Badge. Film Badges, Interactive Badges and general public guests can purchase a $15 food plate. Note: For insurance reasons, we cannot sell beer to non-registrants; however, you’re welcome to bring your own (no glass containers, please). BBQ service begins at 12:30 pm. The first round of games begins at 1:00 pm and the Championship game is at 4:00 pm. Grab a spot in the bleachers for three rounds of softball and the chance to catch up with other registrants in a relaxed setting to make plans to be back in Austin next March. Showcasing Artists: If you chose the Registration Packet, your Artist Packet envelope gets you one free barbecue meal. Any SXSW Platinum or Music registrant can sign up to play in the SXSW Softball Tournament. Performing artists with performing artist wristbands can sign up and play as well; one player per band, please. There are three rounds of games: quarterfinals, semifinals, and a final that starts at 4:00pm, with live announcers and a rendition of “Take Me Out To The Ball Game.” We recommend you bring your own glove, if you have one, but we have a lot of loaners as well, which you can sign out with proper ID. IMPORTANT: TO REGISTER FOR A TEAM IN ADVANCE, YOU MUST EMAIL BY MONDAY, MARCH 4. AFTER THAT DATE, YOU MUST REGISTER IN PERSON AT THE CONVENTION CENTER ON THURSDAY, MARCH 14, OR FRIDAY, MARCH 15. *Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|300
1022|Red Dragon Inn Tournament||0.588|0.0|0|Austin Convention Center Exhibit Hall 2|500 E Cesar Chavez Austin, TX, EUA|17|15:00:00|17:00:00|30.2642649|-97.7392938|Play Red Dragon Inn against fellow SXSW Gaming attendees to win exclusive prizes and bragging rights! Cascade Games Event Kits are required for participation, and will be available for purchase in the Cascade Games registration area of the Tabletop Experience.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|120
3658|SXSW Gaming Cosplay Contest|50.0|0.25|0.0|0|The Sunset Room|310 E 3rd St. Austin, TX, EUA|17|18:00:00|19:00:00|30.264574|-97.7405032|The SXSW Gaming Cosplay Contest presented by Alienware is back for another wild year in Austin, Texas! This event is open to all SXSW Gaming attendees 18 years of age and older. SXSW Gaming Cosplay Contest categories and prize distribution include Best in Show ($1,250), Best Craftsmanship ($1,000), Best Video Game Design ($250), Best Anime Design ($250), and Best Original Design ($250). To register as a contestant for this event, participants must be 18 years of age and older and must first complete their application and pre-judging at the SXSW Gaming Cosplay Booth found in Exhibit Hall 1 of the Austin Convention Center. Registrations will close at 2:00pm on Sunday, March 17. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
