id|event|target|rank|access|is_mentor|place|address|day|start|end|latitude|longitude|abstract|duration
3707|Tech In On Your Wellness Routine||0.45025|0.0|0|Palmer Events Center Wellness Expo Stage|900 Barton Springs Rd. Austin, TX, EUA|10|14:00:00|15:00:00|30.2606889|-97.7527899|Two things are captivating our society right now: a near-addiction to mobile technology and the state of wellness in our nation. How we leverage the former to cure the latter is not only a challenge, it’s a solution that will define our generation. Companies like MINDBODY, Amazon, Facebook, Instagram, Garmin and Strava have begun to integrate the discovery and booking of fitness classes and wellness experiences into some of the world’s most consumable apps. But to pivot our culture, leaders in tech, health and wellness must innovate further. By joining forces, we can shape the path to a personalized and accessible wellness journey. If we integrate future advances in mobile, AI, and machine learning technology to transform the way we care for ourselves, the future will be happier and healthier. This event is free and open to the public with a SXSW Guest Pass.  Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1768|Popup Branding: Zero to Launch in 5 Days||0.10374999999999993|0.0|0|Westin Austin Downtown Paramount 1|310 E 5th ST. Austin, TX, EUA|10|15:30:00|17:30:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Branding is no longer just about being beautiful, smart, and cohesive. The real challenge in branding today is doing all of that while cutting through the competitive clutter and getting to market fast. At Austin-based innovation firm Thinktiv, we’ve developed a framework for going from zero to launch in 5 steps, and this workshop will walk attendees through them. Andrea Lindzey, a director at Thinktiv will lead a team of design, strategy, and marketing experts to host a crash course in popup branding - covering everything from competitive analysis, to naming and identity, to GTM planning. Attendees will walk away with tools to build a brand in just 5 days, because it’s not just about looking and feeling delightful, it’s about capitalizing on market realities that shift by the minute.  Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|120
1774|How to Start a Trend Forecasting Practice - Group 2||0.11674999999999992|0.0|0|Westin Austin Downtown The Gallery Room|310 E 5th ST. Austin, TX, EUA|11|09:30:00|11:00:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. In this interactive two-hour workshop we will describe what a business-innovation-based trend practice is, why it is important, and lead a hands-on, step-by-step process on how to create a trend practice for you and your team. The workshop will be broken into three components. In the first component we will explain what trend forecasting is, our methodology, the output and the key ingredients to start a trend practice of your own. For the second component, we will break into smaller groups to engage and put the trend methodology into practice. And finally the third component will be a larger group discussion of each groups' findings and how to put the findings together in a compelling way that is actionable and effective for your business. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|90
1784|Taking the High Road with Brands + Twitter||0.277|0.0|0|Westin Austin Downtown Paramount 2|310 E 5th ST. Austin, TX, EUA|11|12:30:00|14:00:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Brands like Nike, Patagonia, and Gillette have all taken stances on major controversial cultural issues. While some brands come out on the other side triumphant with massive sales and glorious brand alignment others hope the world will soon forget how they offended millions with distasteful blunders. For the few who succeed, was it all luck or a calculated risk? In this workshop, you'll learn the Twitter data story behind some of the biggest marketing wins and how to evaluate whether a moral stance is a good business decision for your brand. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|90
1785|Build Your Own AR Prototype|1.0|0.005|0.0|0|Westin Austin Downtown Continental 1|310 E 5th ST. Austin, TX, EUA|11|15:30:00|17:30:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Learn the fundamentals of designing for Augmented Reality and build your first project in under 3 hours. Huge has teamed up with wiARframe, Singapore's first AR prototyping platform, to offer a learning and building workshop that combines design insights with a hands-on session in which you will create and test your own AR project. Bring an open mind, laptop and one device with ARCore or ARKit and leave with a finished prototype and fresh perspective on creating your own engaging experiences.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|120
2594|Equipping International Police to Protect Children||0.4885000000000001|0.0|0|The LINE Onyx Ballroom 1|111 E Cesar Chavez Austin, TX, EUA|11|17:45:00|18:00:00|30.2626651|-97.7436224|As technology continues to advance, the means and speed at which children can be abducted or exploited increases daily. To respond, police need access to the right training and tools to protect children. The International Centre for Missing & Exploited Children (ICMEC) works with experts and tech leaders like Facebook, Google, and Microsoft - to date providing more than 120 countries with trainings tailored to their specific needs and available resources to equip law enforcement for this fight.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|15
1799|The Science Of Brand-Building Stories||0.19024999999999995|0.0|0|Westin Austin Downtown Paramount 2|310 E 5th ST. Austin, TX, EUA|12|09:30:00|11:30:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Using story to communicate your brand can sometimes resemble guess work more than an intentional craft. When it comes to brand building, we’ll often overcompensate with trendy graphics and fancy drone shots to hope that maybe our audience will forget that the substance is lacking. Understanding the science behind brand-building storytelling can change that. In this workshop, we'll dive deeper into the psychology of story and how to use it to drive action from your audience. We'll then put the theory to practice by breaking out into smaller groups and teaching story structure.  This process has been taught to diplomats at the United Nations, crowds at Tedx and teams at Apple to empower more intentional brand decisions that drive results. We'd love for you to join us at SXSW. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|120
2033|Data Nerds Meet Up|50.0|0.25|0.0|0|Fairmont Verbena|101 Red River. Austin, TX, EUA|12|12:30:00|13:30:00|30.2620456|-97.7381328|We're data nerds who want to bring other data nerds together and foster discussion on the future of data. Both data consumers and data engineers are welcome! In this meet up, we'll provide a community forum for data enthusiasts of all levels to share notes, network, and learn from the experiences of their peers across different sectors.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1564|Making Virtual and Augmented a Reality For Television||0.488|0.0|0|JW Marriott Salon 3-4|110 E 2nd St. Austin, TX, EUA|12|14:00:00|15:00:00|30.2645713|-97.743198|Ready or not, Virtual and Augmented Reality programming is on its way.  Who is producing it, what is available to experience, and how does it translate for television?  We’ll talk to the innovators creating compelling VR and AR content and explore how it will enhance television and the audience experience over the next decade. Presented By The Television Academy  Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1805|Health Check: Diagnose Your Design Team's Culture||0.17824999999999994|0.0|0|Westin Austin Downtown Paramount 2|310 E 5th ST. Austin, TX, EUA|12|15:30:00|17:00:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Whether we're designing in-house, at an agency, or consulting, dynamics across interdisciplinary teams are more complex than ever. Without intentional focus and maintenance, a healthy relationship between collaborators gives way to miscommunication and roadblocks. So, when was the last time you checked the pulse of your team's culture? Every team forms a culture, whether it's healthy, disengaged, or straight up toxic. When designing in a bubble isn't an option, we need to cultivate a vulnerable work environment to build trust and align around common goals. In this workshop, you'll gain tools to empower your team to take ownership of its culture. Come learn to assess cultural health, identify ingrained patterns, and strategize better ways to work together. Leave this workshop ready to lead your design team to interdisciplinary harmony, with the outcomes to prove it. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|90
2347|Fintech Forward Download||0.475|0.0|0|Hilton Austin Downtown Austin Taco Project|500 E 4th St. Austin, TX, EUA|13|08:30:00|11:00:00|30.2650555|-97.7384697|Join us for breakfast to learn about key rising trends, ideas and inspiration that will drive the Fintech space forward in the years to come. Hear from investors, entrepreneurs, and more applauded experts as they candidly discuss the innovative financial services helping people to increase their earnings, build safety nets, and improve their financial health on a global scale.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|150
1810|Be the Blockchain: A Game Experience for Newcomers||0.3015|0.0|0|Westin Austin Downtown Paramount 3|310 E 5th ST. Austin, TX, EUA|13|11:00:00|14:00:00|30.2666201|-97.7403752|Advance RSVP is available to Primary Entry badge types only. Walk-ups may be accepted on a first come, first served basis. Blockchain technology, what is it and what impact will it have on your organization? It’s not too late to learn by doing. During the Blockchain Experience you will experience for yourself this disruptive technology and its potential. In this game, you and your fellow participants, are a node in the network. Together you constitute the network that builds a shared ‘ledger’ of transactions. You will experience how a blockchain is built and learn about the basic principles of this technology. Throughout the session we will touch on the impact of blockchain on current business models. At the end of the experience you will learn how to use the learnings on your own business or industry. Learn the basics of the technology by actively working with it. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|180
2080|Want to Mend the Web? Equip the Users||0.28800000000000003|0.0|0|Fairmont Manchester EFG|101 Red River. Austin, TX, EUA|13|15:30:00|16:30:00|30.2620456|-97.7381328|The web is in a sorry state, from invasive ads to biased algorithms. And while we’re getting better at recognizing the symptoms, our prescriptions are ineffective: Let the market try and figure it out. Or create regulations that are difficult to agree on and enforce. But there’s another solution: rebalance the end user-platform dynamic, using cutting-edge tech and proven business models. Currently, platforms like Facebook have all the tools and control: advanced tracking technology, impenetrable algorithmic systems, ubiquitous AI. But what if end users had the same power? What if users had an entire industry advocating just for them: powerful tools to swat away pernicious bots, protect personal data, and negotiate with platforms. Think digital bodyguard meets digital fiduciary. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
4130|Real World Applications of Blockchain|50.0|0.25|0.0|0|Lucille|77 Rainey St. Austin, TX, EUA|13|17:00:00|18:00:00|30.2587207|-97.7385617|Blockchain is the buzz on everyone's tongue. The Australian Securities Exchange is the first to replace its recording system with distributed ledger tech & Australia’s Commonwealth Bank was chosen to deliver the world’s first Blockchain bond. Startups are utilizing Blockchain for secure transactions, data storage & supply chain transparency, while BaaS will help develop ideas at low cost. Join leaders from Australia & USA at Australia House to discuss the transformative potential of Blockchain.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1668|Coding the News: Ethics, Machines and Newsrooms||0.36275|0.0|0|JW Marriott Salon D|110 E 2nd St. Austin, TX, EUA|14|11:00:00|12:00:00|30.2645713|-97.743198|Artificial intelligence and automation will transform the world of news, information and journalism in the coming years – from machine-assisted journalism that enables smarter and better reporting to personalized stories created on demand to voice-activated interactive news bots. On the flip side, business models and newsroom staffing will experience even more pressure as robots take on more tasks, and technologies are weaponized for trolling and spreading rumors and false news. How should journalists and others in the news business approach the coming choices and challenges of integrating AI in the newsroom?  What are the ethical issues with machines writing stories and finding insights? Most importantly, how can we build in moral choices to ensure news is helping society and the public? Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1672|Empowering Accessibility with AI, IoT, & Robotics||0.4375|0.0|0|JW Marriott Salon FG|110 E 2nd St. Austin, TX, EUA|14|12:30:00|13:30:00|30.2645713|-97.743198|Technology is transforming the way people experience the world, especially those with disabilities or chronic conditions. Innovations like artificial intelligence, robotics, and IoT ecosystems facilitate the full and flexible inclusion of all individuals looking to participate in socioeconomic activities. As a serial impact entrepreneur, Shana will explore how emerging technologies impact the populations who need it most.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1677|How Austin Has Embraced Archer's Challenge||0.5010000000000001|0.0|0|JW Marriott Salon FG|110 E 2nd St. Austin, TX, EUA|14|15:30:00|16:30:00|30.2645713|-97.743198|Archer Hadley is the driving force behind Archer’s Challenge, which was initially launched at Austin High School and has morphed into a city-wide week-long event every October. Hear what Archer has learned about accessibility, creating empathy, and building bridges by asking his peers to spend a few hours navigating their everyday experience within the confines of a wheelchair.   Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
2439|Cryptoeconomics 101: Beyond Tokens||0.56275|0.0|0|Hilton Austin Downtown Salon K|500 E 4th St. Austin, TX, EUA|14|17:00:00|18:00:00|30.2650555|-97.7384697|What is cryptoeconomics, and how can it help us design effective tokens and blockchain systems?  In this talk, Stephanie Hurder, PhD will discuss why a holistic approach to economic design -- including insights from fields as diverse as social choice theory, game theory, contract theory, and market design -- is essential for blockchain organizations.  An effective token must be custom-designed with the economics of the entire platform in mind.  Dr. Hurder will discuss how major tech companies such as Microsoft, Google, and eBay have leveraged these insights for over a decade to improve the performance of their marketplaces, and apply key takeaways towards areas of cryptoeconomics that are ripe for future innovation.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
3947|The Fender Next House||0.4885|0.0|0|Lustre Pearl|94 Rainey St. Austin, TX, EUA|15|12:00:00|02:00:00|30.2606735|-97.7382965|LONG LIVE THE GUITAR. Fender kicks off the Fender NEXT program with live performances, panel discussions and workshops featuring artists that represent the new face of guitar in music and culture!Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|-600
46|Coca-Cola Freestyle 9100: The Next Generation Freestyle||0.55|0.0|0|Registrant Lounge|409 E 5th St. Austin, TX, EUA|15|12:00:00|19:00:00|30.2656768|-97.7391251|When you are at the Registrant Lounge, get a refreshing drink from the new Coca-Cola Freestyle 9100. The dispenser’s large, high-definition screen makes it easy to find your favorite brands or sample something new from more than 200 drink choices. Coca-Cola Freestyle 9100’s new operating system allows for new brands to be updated over the air, surprise fans with custom mixes for special occasions, and give real-time precision diagnostics. The new dispenser also comes equipped with Bluetooth and optical sensors to allow for future developments to create a more interactive user experience. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|420
803|Connected Play: Gamifying the World Around Us||0.5625|0.0|0|Austin Convention Center Room 8C|500 E Cesar Chavez Austin, TX, EUA|15|15:30:00|16:30:00|30.2642649|-97.7392938|More than fun and games, connected play is expected to be an $18 billion industry within the next five years. As new emerging tech experiences evolve, how are designers and developers creating safe, connected play experiences that help us play, learn and explore in the physical and digital world? Voice, robotics, AR, IoT and more, this panel will share perspective on the connected play industry, specific real world examples of developing connected play products and experiences, how designers are creating new ways to gamify the world around us and what’s ahead for the future of play. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
853|Making Games: It Doesn’t Get Any Easier||0.4755|0.0|0|Austin Convention Center Room 8C|500 E Cesar Chavez Austin, TX, EUA|15|17:00:00|18:00:00|30.2642649|-97.7392938|Making games is easy business, right? With decades of combined experience helping to build the games that we all know and love, these three studios are now leveraging their unique talents and capabilities to create their own original IP and game experiences. But making a dramatic shift from your core business model comes with unexpected consequences. Learn how these industry leaders are navigating uncharted waters and evolving all while keeping their businesses afloat.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
869|Esports and Music - Next Generation Entertainment||0.6125|0.0|0|Austin Convention Center Room 9AB|500 E Cesar Chavez Austin, TX, EUA|16|11:00:00|12:00:00|30.2642649|-97.7392938|Gustav Käll, Head of Esports and Gaming at Universal Music Group (UMG), will give a brief history of the development of the record label industry during the last 10 years and why it has now emerged with a new vision for how music can be used to enhance games and esports. He will use the partnerships between UMG and ESL in 2017 as a starting point to make a few bold predictions about what will happen during the next 5-10 years as games move in the direction of a spectator sport with huge audiences tuning in. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
49|Coca-Cola Freestyle 9100: The Next Generation Freestyle||0.55|0.0|0|Registrant Lounge|409 E 5th St. Austin, TX, EUA|16|12:00:00|19:00:00|30.2656768|-97.7391251|When you are at the Registrant Lounge, get a refreshing drink from the new Coca-Cola Freestyle 9100. The dispenser’s large, high-definition screen makes it easy to find your favorite brands or sample something new from more than 200 drink choices. Coca-Cola Freestyle 9100’s new operating system allows for new brands to be updated over the air, surprise fans with custom mixes for special occasions, and give real-time precision diagnostics. The new dispenser also comes equipped with Bluetooth and optical sensors to allow for future developments to create a more interactive user experience. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|420
2509|The Next Killer Application on Blockchain|100.0|0.5|0.0|0|Hilton Austin Downtown Salon K|500 E 4th St. Austin, TX, EUA|16|14:00:00|15:00:00|30.2650555|-97.7384697|"Blockchain Technology has been all over the media and we have heard of its past killer applications such as Bitcoin as the most popular cryptocurrency. In 2018 we experienced the same ""crypto winter"" as a few year prior, when Bitcoin tanked from 1200 to 250 Usd. Back then, the ""next killer blockchain app""  Ethereum as a decentralized computer with its smart contracts pulled the entire ecosystem out of a slump. Now in 2019 we are asking, which will be the next killer application on the blockchain, that could get the same done. We hear about candidates such as security tokens, stable coins and IOT. Internationally renown Blockchain expert Dr. Julian Hosp will dig deeper, clean up with myths and show, that probably none of these will bring the needed innovation. His candidate? Collectibles.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW."|60
987|The Technical Art of BioWare's Anthem||0.6127499999999999|0.0|0|Austin Convention Center Room 8C|500 E Cesar Chavez Austin, TX, EUA|16|15:30:00|16:30:00|30.2642649|-97.7392938|The savage world of Anthem is volatile, lush, expansive, and full of unexpected characters. Bringing these aspects to life presented a wealth of challenging problems for BioWare's technical artists, who bridge art and technology through areas such as performance, shaders, and artist tools. This retrospective panel will highlight some of the team's work, alongside reflections on innovation, distributed collaboration/coordination, and the successes and challenges of creating a new IP for the world to enjoy.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1021|The Psychology of The Legend of Zelda||0.7875|0.0|0|Austin Convention Center Gaming Expo - Discovery Stage - Exhibit Hall 2|500 E Cesar Chavez Austin, TX, EUA|17|14:30:00|15:30:00|30.2642649|-97.7392938|The Legend of Zelda franchise has immersed players in a courageous struggle against the forces of evil for three whole decades and across 30 different games. Surprisingly, throughout all these years, the powerful psychology of this game continues to allow players to assess many varying mental health conditions and to overcome emotional trauma. From Dark Link to being an orphan, panelists discuss the varying psychological importance of why this game series Links up so well with our psyches.Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|60
1023|Super Street Fighter 2 Turbo Tournament||0.8375|0.0|0|Austin Convention Center Exhibit Hall 1|500 E Cesar Chavez Austin, TX, EUA|17|16:00:00|18:00:00|30.2642649|-97.7392938|Hadouken! Pair up against the mightiest fighters found at SXSW Gaming in daily tournaments for Super Street Fighter 2 Turbo, found only at the Arcade Bunker. Each day you'll have a chance to make it to the top of the leaderboard and claim sweet prizes while basking in the glory of arcade victory. This is a Single Elimination, Open Sign Up tournament. Register for this tournament at the Arcade Bunker at least 30min before its official start time. Limited to 32 total registrants. Programming descriptions are generated by participants and do not necessarily reflect the opinions of SXSW.|120
